state,crop,year,yield,rainfall,temperature,humidity,n_req_kg_per_ha,p_req_kg_per_ha,k_req_kg_per_ha,n,p,k,ph
andhra pradesh,chickpea,1966,324.0733333333333,600.0,20.0,60.0,5.83332,3.240733333333333,5.83332,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1967,350.61555555555555,600.0,20.0,60.0,6.3110800000000005,3.5061555555555555,6.3110800000000005,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1968,380.6688888888889,600.0,20.0,60.0,6.85204,3.8066888888888886,6.85204,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1969,329.9825,600.0,20.0,60.0,5.939685,3.2998250000000002,5.939685,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1970,498.9455555555556,600.0,20.0,60.0,8.98102,4.989455555555555,8.98102,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1971,450.7575,600.0,20.0,60.0,8.113635,4.507575,8.113635,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1972,220.00666666666666,600.0,20.0,60.0,3.96012,2.200066666666667,3.96012,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1973,382.4814285714286,600.0,20.0,60.0,6.884665714285714,3.8248142857142855,6.884665714285714,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1974,444.4625,600.0,20.0,60.0,8.000325,4.444625,8.000325,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1975,607.675,600.0,20.0,60.0,10.93815,6.07675,10.93815,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1976,409.94888888888886,600.0,20.0,60.0,7.37908,4.099488888888889,7.37908,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1977,439.84625,600.0,20.0,60.0,7.917232500000001,4.3984625,7.917232500000001,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1978,480.025,600.0,20.0,60.0,8.64045,4.80025,8.64045,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1979,456.21375,600.0,20.0,60.0,8.2118475,4.5621375,8.2118475,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1980,504.8833333333333,600.0,20.0,60.0,9.0879,5.048833333333333,9.0879,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1981,531.1844444444445,600.0,20.0,60.0,9.56132,5.311844444444445,9.56132,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1982,758.1855555555555,600.0,20.0,60.0,13.64734,7.581855555555555,13.64734,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1983,694.395,600.0,20.0,60.0,12.49911,6.94395,12.49911,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1984,494.65125,600.0,20.0,60.0,8.9037225,4.9465125,8.9037225,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1985,499.34499999999997,600.0,20.0,60.0,8.98821,4.99345,8.98821,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1986,542.308,600.0,20.0,60.0,9.761544,5.423080000000001,9.761544,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1987,507.1425,600.0,20.0,60.0,9.128565,5.071425,9.128565,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1988,533.1985714285714,600.0,20.0,60.0,9.597574285714286,5.3319857142857146,9.597574285714286,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1989,693.225,600.0,20.0,60.0,12.478050000000001,6.93225,12.478050000000001,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1990,1039.9066666666668,600.0,20.0,60.0,18.71832,10.399066666666666,18.71832,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1991,789.6766666666667,600.0,20.0,60.0,14.21418,7.896766666666666,14.21418,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1992,687.6166666666667,600.0,20.0,60.0,12.3771,6.876166666666666,12.3771,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1993,837.634,600.0,20.0,60.0,15.077411999999999,8.376339999999999,15.077411999999999,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1994,1074.5059999999999,600.0,20.0,60.0,19.341108,10.745059999999999,19.341108,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1995,826.64,600.0,20.0,60.0,14.87952,8.2664,14.87952,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1996,1128.282,600.0,20.0,60.0,20.309076,11.282820000000001,20.309076,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1997,524.9060000000001,600.0,20.0,60.0,9.448308,5.24906,9.448308,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1998,1521.622,600.0,20.0,60.0,27.389196,15.216220000000002,27.389196,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,1999,948.783,600.0,20.0,60.0,17.078094,9.487829999999999,17.078094,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2000,1633.0149999999999,600.0,20.0,60.0,29.39427,16.33015,29.39427,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2001,1507.4463636363637,600.0,20.0,60.0,27.134034545454544,15.074463636363639,27.134034545454544,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2002,931.586,600.0,20.0,60.0,16.768548,9.31586,16.768548,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2003,1351.0933333333332,600.0,20.0,60.0,24.31968,13.510933333333334,24.31968,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2004,1184.1950000000002,600.0,20.0,60.0,21.31551,11.84195,21.31551,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2005,1904.9311111111112,600.0,20.0,60.0,34.288759999999996,19.049311111111113,34.288759999999996,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2006,1462.9744444444445,600.0,20.0,60.0,26.33354,14.629744444444444,26.33354,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2007,1264.678,600.0,20.0,60.0,22.764204,12.64678,22.764204,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2008,1491.276,600.0,20.0,60.0,26.842968000000003,14.91276,26.842968000000003,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2009,1450.517,600.0,20.0,60.0,26.109305999999997,14.505170000000001,26.109305999999997,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2010,1462.0266666666666,600.0,20.0,60.0,26.31648,14.620266666666668,26.31648,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2011,1256.2566666666667,600.0,20.0,60.0,22.61262,12.562566666666667,22.61262,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2012,1357.942,600.0,20.0,60.0,24.442956000000002,13.579419999999999,24.442956000000002,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2013,1615.866,600.0,20.0,60.0,29.085588,16.15866,29.085588,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2014,1574.3745454545453,600.0,20.0,60.0,28.338741818181816,15.743745454545454,28.338741818181816,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2015,1556.516,600.0,20.0,60.0,28.017288,15.56516,28.017288,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2016,1213.6722222222222,600.0,20.0,60.0,21.8461,12.136722222222222,21.8461,78.0,45.0,22.0,6.8
andhra pradesh,chickpea,2017,1310.2540000000001,600.0,20.0,60.0,23.584572,13.10254,23.584572,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1966,68.88333333333334,700.0,28.0,65.0,1.85985,0.8266,1.85985,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1967,131.23166666666665,700.0,28.0,65.0,3.543255,1.5747799999999998,3.543255,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1968,69.83666666666666,700.0,28.0,65.0,1.8855899999999999,0.83804,1.8855899999999999,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1969,87.35666666666667,700.0,28.0,65.0,2.3586300000000002,1.0482799999999999,2.3586300000000002,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1970,103.024,700.0,28.0,65.0,2.7816479999999997,1.236288,2.7816479999999997,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1971,135.40375,700.0,28.0,65.0,3.65590125,1.624845,3.65590125,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1972,116.74714285714285,700.0,28.0,65.0,3.1521728571428573,1.4009657142857144,3.1521728571428573,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1973,200.05375,700.0,28.0,65.0,5.40145125,2.400645,5.40145125,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1974,282.395,700.0,28.0,65.0,7.624665,3.38874,7.624665,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1975,210.06285714285715,700.0,28.0,65.0,5.671697142857143,2.5207542857142857,5.671697142857143,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1976,158.07857142857142,700.0,28.0,65.0,4.268121428571429,1.8969428571428573,4.268121428571429,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1977,104.21571428571428,700.0,28.0,65.0,2.813824285714286,1.2505885714285714,2.813824285714286,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1978,214.96857142857144,700.0,28.0,65.0,5.804151428571429,2.579622857142857,5.804151428571429,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1979,244.02285714285716,700.0,28.0,65.0,6.588617142857143,2.9282742857142856,6.588617142857143,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1980,327.42571428571426,700.0,28.0,65.0,8.840494285714286,3.9291085714285714,8.840494285714286,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1981,311.16285714285715,700.0,28.0,65.0,8.401397142857142,3.733954285714286,8.401397142857142,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1982,286.9871428571428,700.0,28.0,65.0,7.748652857142857,3.443845714285714,7.748652857142857,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1983,451.0,700.0,28.0,65.0,12.177000000000001,5.412,12.177000000000001,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1984,328.40625,700.0,28.0,65.0,8.86696875,3.940875,8.86696875,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1985,229.2325,700.0,28.0,65.0,6.1892775,2.75079,6.1892775,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1986,269.795,700.0,28.0,65.0,7.284465,3.23754,7.284465,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1987,148.11875,700.0,28.0,65.0,3.9992062500000003,1.777425,3.9992062500000003,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1988,193.65,700.0,28.0,65.0,5.22855,2.3238,5.22855,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1989,403.19666666666666,700.0,28.0,65.0,10.88631,4.83836,10.88631,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1990,356.646,700.0,28.0,65.0,9.629442000000001,4.279752,9.629442000000001,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1991,453.343,700.0,28.0,65.0,12.240261,5.440116,12.240261,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1992,311.548,700.0,28.0,65.0,8.411795999999999,3.7385760000000006,8.411795999999999,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1993,381.30625,700.0,28.0,65.0,10.29526875,4.575675,10.29526875,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1994,358.246,700.0,28.0,65.0,9.672642,4.298952,9.672642,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1995,315.661,700.0,28.0,65.0,8.522847,3.787932,8.522847,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1996,399.759,700.0,28.0,65.0,10.793493,4.797108,10.793493,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1997,345.61199999999997,700.0,28.0,65.0,9.331524,4.1473439999999995,9.331524,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1998,150.974,700.0,28.0,65.0,4.0762979999999995,1.8116880000000002,4.0762979999999995,78.0,45.0,22.0,6.8
andhra pradesh,cotton,1999,247.15,700.0,28.0,65.0,6.673049999999999,2.9658,6.673049999999999,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2000,291.336,700.0,28.0,65.0,7.866072,3.4960319999999996,7.866072,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2001,351.34299999999996,700.0,28.0,65.0,9.486261,4.216116,9.486261,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2002,257.444,700.0,28.0,65.0,6.950988,3.089328,6.950988,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2003,350.837,700.0,28.0,65.0,9.472598999999999,4.210044,9.472598999999999,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2004,332.45,700.0,28.0,65.0,8.97615,3.9894,8.97615,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2005,254.638,700.0,28.0,65.0,6.875226,3.055656,6.875226,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2006,340.14,700.0,28.0,65.0,9.18378,4.08168,9.18378,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2007,417.50100000000003,700.0,28.0,65.0,11.272527,5.010012000000001,11.272527,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2008,402.2763636363636,700.0,28.0,65.0,10.861461818181818,4.827316363636364,10.861461818181818,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2009,382.23545454545456,700.0,28.0,65.0,10.320357272727271,4.586825454545455,10.320357272727271,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2010,293.2918181818182,700.0,28.0,65.0,7.9188790909090905,3.5195018181818183,7.9188790909090905,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2011,263.7945454545454,700.0,28.0,65.0,7.122452727272727,3.1655345454545456,7.122452727272727,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2012,406.9263636363636,700.0,28.0,65.0,10.987011818181818,4.883116363636363,10.987011818181818,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2013,462.6809090909091,700.0,28.0,65.0,12.492384545454547,5.5521709090909095,12.492384545454547,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2014,509.7936363636364,700.0,28.0,65.0,13.76442818181818,6.117523636363637,13.76442818181818,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2015,457.2818181818182,700.0,28.0,65.0,12.34660909090909,5.487381818181818,12.34660909090909,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2016,475.22999999999996,700.0,28.0,65.0,12.83121,5.70276,12.83121,78.0,45.0,22.0,6.8
andhra pradesh,cotton,2017,494.6,700.0,28.0,65.0,13.354199999999999,5.9352,13.354199999999999,78.0,45.0,22.0,6.8
andhra pradesh,maize,1966,822.7272727272727,800.0,22.0,70.0,22.213636363636365,9.872727272727273,13.986363636363636,78.0,45.0,22.0,6.8
andhra pradesh,maize,1967,1312.5,800.0,22.0,70.0,35.4375,15.75,22.3125,78.0,45.0,22.0,6.8
andhra pradesh,maize,1968,1014.385,800.0,22.0,70.0,27.388395,12.17262,17.244545,78.0,45.0,22.0,6.8
andhra pradesh,maize,1969,1251.6055555555556,800.0,22.0,70.0,33.793350000000004,15.019266666666665,21.277294444444447,78.0,45.0,22.0,6.8
andhra pradesh,maize,1970,1242.1054545454544,800.0,22.0,70.0,33.53684727272727,14.905265454545455,21.115792727272726,78.0,45.0,22.0,6.8
andhra pradesh,maize,1971,1122.51,800.0,22.0,70.0,30.307769999999998,13.47012,19.08267,78.0,45.0,22.0,6.8
andhra pradesh,maize,1972,1135.06,800.0,22.0,70.0,30.646620000000002,13.62072,19.29602,78.0,45.0,22.0,6.8
andhra pradesh,maize,1973,1459.729090909091,800.0,22.0,70.0,39.41268545454545,17.51674909090909,24.815394545454545,78.0,45.0,22.0,6.8
andhra pradesh,maize,1974,1597.092,800.0,22.0,70.0,43.121483999999995,19.165104,27.150564000000003,78.0,45.0,22.0,6.8
andhra pradesh,maize,1975,1641.4454545454546,800.0,22.0,70.0,44.319027272727276,19.697345454545452,27.904572727272726,78.0,45.0,22.0,6.8
andhra pradesh,maize,1976,1310.2272727272727,800.0,22.0,70.0,35.37613636363637,15.72272727272727,22.273863636363636,78.0,45.0,22.0,6.8
andhra pradesh,maize,1977,1490.5436363636363,800.0,22.0,70.0,40.24467818181818,17.886523636363634,25.339241818181822,78.0,45.0,22.0,6.8
andhra pradesh,maize,1978,1328.841818181818,800.0,22.0,70.0,35.87872909090909,15.946101818181818,22.59031090909091,78.0,45.0,22.0,6.8
andhra pradesh,maize,1979,1257.5754545454545,800.0,22.0,70.0,33.95453727272727,15.090905454545453,21.378782727272725,78.0,45.0,22.0,6.8
andhra pradesh,maize,1980,1733.3336363636363,800.0,22.0,70.0,46.80000818181818,20.800003636363638,29.46667181818182,78.0,45.0,22.0,6.8
andhra pradesh,maize,1981,3100.0,800.0,22.0,70.0,83.7,37.2,52.7,78.0,45.0,22.0,6.8
andhra pradesh,maize,1982,3588.571,800.0,22.0,70.0,96.891417,43.062852,61.005706999999994,78.0,45.0,22.0,6.8
andhra pradesh,maize,1983,4450.196,800.0,22.0,70.0,120.155292,53.40235199999999,75.653332,78.0,45.0,22.0,6.8
andhra pradesh,maize,1984,1709.089,800.0,22.0,70.0,46.145403,20.509068,29.054513000000004,78.0,45.0,22.0,6.8
andhra pradesh,maize,1985,1487.843,800.0,22.0,70.0,40.171761000000004,17.854115999999998,25.293331000000002,78.0,45.0,22.0,6.8
andhra pradesh,maize,1986,1578.5700000000002,800.0,22.0,70.0,42.62139,18.94284,26.83569,78.0,45.0,22.0,6.8
andhra pradesh,maize,1987,1509.524,800.0,22.0,70.0,40.757148,18.114288,25.661908,78.0,45.0,22.0,6.8
andhra pradesh,maize,1988,1925.659090909091,800.0,22.0,70.0,51.99279545454545,23.107909090909093,32.73620454545455,78.0,45.0,22.0,6.8
andhra pradesh,maize,1989,2718.297,800.0,22.0,70.0,73.394019,32.619564000000004,46.211048999999996,78.0,45.0,22.0,6.8
andhra pradesh,maize,1990,2102.218,800.0,22.0,70.0,56.75988600000001,25.226616,35.737706,78.0,45.0,22.0,6.8
andhra pradesh,maize,1991,2074.871818181818,800.0,22.0,70.0,56.021539090909094,24.89846181818182,35.27282090909091,78.0,45.0,22.0,6.8
andhra pradesh,maize,1992,2622.8736363636363,800.0,22.0,70.0,70.81758818181818,31.474483636363633,44.588851818181816,78.0,45.0,22.0,6.8
andhra pradesh,maize,1993,2576.8375,800.0,22.0,70.0,69.5746125,30.92205,43.8062375,78.0,45.0,22.0,6.8
andhra pradesh,maize,1994,2610.7574999999997,800.0,22.0,70.0,70.4904525,31.32909,44.3828775,78.0,45.0,22.0,6.8
andhra pradesh,maize,1995,3009.6422222222222,800.0,22.0,70.0,81.26034,36.11570666666667,51.16391777777778,78.0,45.0,22.0,6.8
andhra pradesh,maize,1996,3996.182222222222,800.0,22.0,70.0,107.89692,47.95418666666667,67.93509777777778,78.0,45.0,22.0,6.8
andhra pradesh,maize,1997,2944.928888888889,800.0,22.0,70.0,79.51308,35.339146666666664,50.06379111111111,78.0,45.0,22.0,6.8
andhra pradesh,maize,1998,3293.726666666667,800.0,22.0,70.0,88.93062,39.52472,55.99335333333333,78.0,45.0,22.0,6.8
andhra pradesh,maize,1999,3669.1309090909094,800.0,22.0,70.0,99.06653454545454,44.029570909090914,62.37522545454545,78.0,45.0,22.0,6.8
andhra pradesh,maize,2000,3590.4527272727278,800.0,22.0,70.0,96.94222363636364,43.08543272727273,61.037696363636364,78.0,45.0,22.0,6.8
andhra pradesh,maize,2001,4428.016363636364,800.0,22.0,70.0,119.55644181818182,53.136196363636365,75.27627818181817,78.0,45.0,22.0,6.8
andhra pradesh,maize,2002,3580.8379999999997,800.0,22.0,70.0,96.682626,42.970056,60.87424599999999,78.0,45.0,22.0,6.8
andhra pradesh,maize,2003,3377.17,800.0,22.0,70.0,91.18359,40.52604,57.41189,78.0,45.0,22.0,6.8
andhra pradesh,maize,2004,4626.862727272727,800.0,22.0,70.0,124.92529363636363,55.522352727272725,78.65666636363636,78.0,45.0,22.0,6.8
andhra pradesh,maize,2005,5656.499090909091,800.0,22.0,70.0,152.72547545454543,67.87798909090908,96.16048454545454,78.0,45.0,22.0,6.8
andhra pradesh,maize,2006,5714.56,800.0,22.0,70.0,154.29312000000002,68.57472,97.14752,78.0,45.0,22.0,6.8
andhra pradesh,maize,2007,6290.119999999999,800.0,22.0,70.0,169.83324000000002,75.48144,106.93204,78.0,45.0,22.0,6.8
andhra pradesh,maize,2008,6438.663636363636,800.0,22.0,70.0,173.8439181818182,77.26396363636364,109.45728181818181,78.0,45.0,22.0,6.8
andhra pradesh,maize,2009,5955.2527272727275,800.0,22.0,70.0,160.79182363636363,71.46303272727272,101.23929636363637,78.0,45.0,22.0,6.8
andhra pradesh,maize,2010,6981.683636363637,800.0,22.0,70.0,188.50545818181817,83.78020363636364,118.68862181818182,78.0,45.0,22.0,6.8
andhra pradesh,maize,2011,6014.424545454545,800.0,22.0,70.0,162.38946272727273,72.17309454545455,102.24521727272727,78.0,45.0,22.0,6.8
andhra pradesh,maize,2012,5808.445454545455,800.0,22.0,70.0,156.82802727272727,69.70134545454545,98.74357272727273,78.0,45.0,22.0,6.8
andhra pradesh,maize,2013,6104.06,800.0,22.0,70.0,164.80962,73.24871999999999,103.76902,78.0,45.0,22.0,6.8
andhra pradesh,maize,2014,5952.67090909091,800.0,22.0,70.0,160.72211454545456,71.4320509090909,101.19540545454547,78.0,45.0,22.0,6.8
andhra pradesh,maize,2015,5368.857272727273,800.0,22.0,70.0,144.95914636363636,64.42628727272728,91.27057363636364,78.0,45.0,22.0,6.8
andhra pradesh,maize,2016,6051.683636363637,800.0,22.0,70.0,163.39545818181819,72.62020363636363,102.87862181818181,78.0,45.0,22.0,6.8
andhra pradesh,maize,2017,7010.646363636363,800.0,22.0,70.0,189.28745181818184,84.12775636363637,119.1809881818182,78.0,45.0,22.0,6.8
andhra pradesh,rice,1966,1345.7281818181818,1200.0,25.0,80.0,33.643204545454545,16.14873818181818,29.60602,78.0,45.0,22.0,6.8
andhra pradesh,rice,1967,1337.3554545454544,1200.0,25.0,80.0,33.43388636363637,16.048265454545454,29.42182,78.0,45.0,22.0,6.8
andhra pradesh,rice,1968,1212.8963636363637,1200.0,25.0,80.0,30.322409090909094,14.554756363636363,26.683719999999997,78.0,45.0,22.0,6.8
andhra pradesh,rice,1969,1268.7545454545455,1200.0,25.0,80.0,31.71886363636364,15.225054545454547,27.912599999999998,78.0,45.0,22.0,6.8
andhra pradesh,rice,1970,1361.6936363636362,1200.0,25.0,80.0,34.0423409090909,16.340323636363635,29.957259999999998,78.0,45.0,22.0,6.8
andhra pradesh,rice,1971,1637.841818181818,1200.0,25.0,80.0,40.946045454545455,19.654101818181818,36.03252,78.0,45.0,22.0,6.8
andhra pradesh,rice,1972,1523.5127272727273,1200.0,25.0,80.0,38.087818181818186,18.282152727272727,33.51728,78.0,45.0,22.0,6.8
andhra pradesh,rice,1973,1611.992727272727,1200.0,25.0,80.0,40.29981818181818,19.343912727272727,35.46384,78.0,45.0,22.0,6.8
andhra pradesh,rice,1974,1579.0063636363636,1200.0,25.0,80.0,39.47515909090909,18.948076363636364,34.73814,78.0,45.0,22.0,6.8
andhra pradesh,rice,1975,1614.0845454545454,1200.0,25.0,80.0,40.35211363636364,19.369014545454547,35.50986,78.0,45.0,22.0,6.8
andhra pradesh,rice,1976,1246.4363636363635,1200.0,25.0,80.0,31.160909090909094,14.957236363636365,27.4216,78.0,45.0,22.0,6.8
andhra pradesh,rice,1977,1514.0336363636363,1200.0,25.0,80.0,37.850840909090905,18.168403636363635,33.30874,78.0,45.0,22.0,6.8
andhra pradesh,rice,1978,1726.3745454545453,1200.0,25.0,80.0,43.15936363636364,20.716494545454545,37.98024,78.0,45.0,22.0,6.8
andhra pradesh,rice,1979,1720.9945454545452,1200.0,25.0,80.0,43.02486363636364,20.651934545454548,37.86188,78.0,45.0,22.0,6.8
andhra pradesh,rice,1980,1895.601818181818,1200.0,25.0,80.0,47.39004545454545,22.747221818181817,41.70324,78.0,45.0,22.0,6.8
andhra pradesh,rice,1981,1984.9781818181816,1200.0,25.0,80.0,49.62445454545455,23.81973818181818,43.669520000000006,78.0,45.0,22.0,6.8
andhra pradesh,rice,1982,2006.8818181818183,1200.0,25.0,80.0,50.17204545454546,24.082581818181815,44.1514,78.0,45.0,22.0,6.8
andhra pradesh,rice,1983,2091.5790909090906,1200.0,25.0,80.0,52.289477272727275,25.09894909090909,46.01474,78.0,45.0,22.0,6.8
andhra pradesh,rice,1984,1907.770909090909,1200.0,25.0,80.0,47.694272727272725,22.89325090909091,41.97096,78.0,45.0,22.0,6.8
andhra pradesh,rice,1985,2210.610909090909,1200.0,25.0,80.0,55.26527272727273,26.527330909090907,48.63344,78.0,45.0,22.0,6.8
andhra pradesh,rice,1986,2005.2127272727273,1200.0,25.0,80.0,50.13031818181818,24.062552727272728,44.11468,78.0,45.0,22.0,6.8
andhra pradesh,rice,1987,2142.156363636364,1200.0,25.0,80.0,53.553909090909094,25.705876363636364,47.12744,78.0,45.0,22.0,6.8
andhra pradesh,rice,1988,2539.502727272727,1200.0,25.0,80.0,63.48756818181818,30.47403272727273,55.86906,78.0,45.0,22.0,6.8
andhra pradesh,rice,1989,2402.7927272727275,1200.0,25.0,80.0,60.069818181818185,28.833512727272726,52.86144000000001,78.0,45.0,22.0,6.8
andhra pradesh,rice,1990,2394.4545454545455,1200.0,25.0,80.0,59.86136363636364,28.733454545454546,52.678000000000004,78.0,45.0,22.0,6.8
andhra pradesh,rice,1991,2381.0063636363634,1200.0,25.0,80.0,59.52515909090909,28.572076363636366,52.38214,78.0,45.0,22.0,6.8
andhra pradesh,rice,1992,2398.030909090909,1200.0,25.0,80.0,59.95077272727272,28.776370909090907,52.75668,78.0,45.0,22.0,6.8
andhra pradesh,rice,1993,2649.4963636363636,1200.0,25.0,80.0,66.23740909090908,31.793956363636365,58.288920000000005,78.0,45.0,22.0,6.8
andhra pradesh,rice,1994,2408.2018181818185,1200.0,25.0,80.0,60.205045454545456,28.89842181818182,52.98044,78.0,45.0,22.0,6.8
andhra pradesh,rice,1995,2443.7936363636363,1200.0,25.0,80.0,61.094840909090905,29.325523636363638,53.76346,78.0,45.0,22.0,6.8
andhra pradesh,rice,1996,2547.8881818181817,1200.0,25.0,80.0,63.69720454545454,30.57465818181818,56.05354,78.0,45.0,22.0,6.8
andhra pradesh,rice,1997,2306.2445454545455,1200.0,25.0,80.0,57.65611363636364,27.674934545454548,50.73738,78.0,45.0,22.0,6.8
andhra pradesh,rice,1998,2659.7381818181816,1200.0,25.0,80.0,66.49345454545454,31.91685818181818,58.51424,78.0,45.0,22.0,6.8
andhra pradesh,rice,1999,2584.533636363636,1200.0,25.0,80.0,64.61334090909091,31.014403636363635,56.859739999999995,78.0,45.0,22.0,6.8
andhra pradesh,rice,2000,2812.86,1200.0,25.0,80.0,70.3215,33.75432,61.882920000000006,78.0,45.0,22.0,6.8
andhra pradesh,rice,2001,2898.49,1200.0,25.0,80.0,72.46225,34.78188,63.76678,78.0,45.0,22.0,6.8
andhra pradesh,rice,2002,2521.5836363636363,1200.0,25.0,80.0,63.03959090909091,30.259003636363637,55.47484,78.0,45.0,22.0,6.8
andhra pradesh,rice,2003,2697.1045454545456,1200.0,25.0,80.0,67.42761363636363,32.36525454545455,59.3363,78.0,45.0,22.0,6.8
andhra pradesh,rice,2004,3121.2,1200.0,25.0,80.0,78.03,37.4544,68.6664,78.0,45.0,22.0,6.8
andhra pradesh,rice,2005,2713.6736363636364,1200.0,25.0,80.0,67.84184090909092,32.56408363636364,59.70082,78.0,45.0,22.0,6.8
andhra pradesh,rice,2006,2945.995454545455,1200.0,25.0,80.0,73.64988636363637,35.35194545454545,64.8119,78.0,45.0,22.0,6.8
andhra pradesh,rice,2007,3273.420909090909,1200.0,25.0,80.0,81.83552272727273,39.28105090909091,72.01526,78.0,45.0,22.0,6.8
