state,crop,year,yield,n_req_kg_per_ha,p_req_kg_per_ha,k_req_kg_per_ha,n,p,k,ph
haryana,chickpea,2017,1913.1666666666667,34.437000000000005,19.131666666666664,34.437000000000005,130.0,48.0,35.0,7.9
haryana,cotton,1981,297.30285714285714,8.027177142857143,3.5676342857142855,8.027177142857143,130.0,48.0,35.0,7.9
haryana,cotton,1982,298.6857142857143,8.064514285714285,3.5842285714285715,8.064514285714285,130.0,48.0,35.0,7.9
haryana,cotton,1983,196.85,5.3149500000000005,2.3622000000000005,5.3149500000000005,130.0,48.0,35.0,7.9
haryana,cotton,1984,242.56857142857143,6.549351428571429,2.910822857142857,6.549351428571429,130.0,48.0,35.0,7.9
haryana,cotton,1985,268.17285714285714,7.240667142857142,3.218074285714286,7.240667142857142,130.0,48.0,35.0,7.9
haryana,cotton,1986,294.2633333333333,7.94511,3.53116,7.94511,130.0,48.0,35.0,7.9
haryana,cotton,1987,203.00285714285715,5.481077142857144,2.436034285714286,5.481077142857144,130.0,48.0,35.0,7.9
haryana,cotton,1988,247.41857142857143,6.680301428571428,2.9690228571428574,6.680301428571428,130.0,48.0,35.0,7.9
haryana,cotton,1989,357.19,9.64413,4.2862800000000005,9.64413,130.0,48.0,35.0,7.9
haryana,cotton,1990,272.18,7.348860000000001,3.2661599999999997,7.348860000000001,130.0,48.0,35.0,7.9
haryana,cotton,1991,330.87,8.93349,3.97044,8.93349,130.0,48.0,35.0,7.9
haryana,cotton,1992,421.65000000000003,11.384549999999999,5.0598,11.384549999999999,130.0,48.0,35.0,7.9
haryana,cotton,1993,263.21166666666664,7.106715,3.15854,7.106715,130.0,48.0,35.0,7.9
haryana,cotton,1994,318.23499999999996,8.592345,3.81882,8.592345,130.0,48.0,35.0,7.9
haryana,cotton,1995,199.81166666666664,5.394915,2.39774,5.394915,130.0,48.0,35.0,7.9
haryana,cotton,1996,331.3833333333334,8.94735,3.9766,8.94735,130.0,48.0,35.0,7.9
haryana,cotton,1997,254.356,6.867611999999999,3.052272,6.867611999999999,130.0,48.0,35.0,7.9
haryana,cotton,1998,226.36399999999998,6.111828,2.716368,6.111828,130.0,48.0,35.0,7.9
haryana,cotton,1999,350.014,9.450377999999999,4.200168,9.450377999999999,130.0,48.0,35.0,7.9
haryana,cotton,2000,340.998,9.206945999999999,4.091976000000001,9.206945999999999,130.0,48.0,35.0,7.9
haryana,cotton,2001,197.152,5.323104000000001,2.365824,5.323104000000001,130.0,48.0,35.0,7.9
haryana,cotton,2002,256.75,6.932250000000001,3.0810000000000004,6.932250000000001,130.0,48.0,35.0,7.9
haryana,cotton,2003,404.222,10.913993999999999,4.850664,10.913993999999999,130.0,48.0,35.0,7.9
haryana,cotton,2004,492.174,13.288698,5.906088,13.288698,130.0,48.0,35.0,7.9
haryana,cotton,2005,370.082,9.992214,4.440984,9.992214,130.0,48.0,35.0,7.9
haryana,cotton,2006,460.61400000000003,12.436578,5.527368,12.436578,130.0,48.0,35.0,7.9
haryana,cotton,2007,535.078,14.447106,6.420936,14.447106,130.0,48.0,35.0,7.9
haryana,cotton,2008,604.1659999999999,16.312482,7.249992000000001,16.312482,130.0,48.0,35.0,7.9
haryana,cotton,2009,523.478,14.133906,6.2817359999999995,14.133906,130.0,48.0,35.0,7.9
haryana,cotton,2010,498.77799999999996,13.467005999999998,5.985335999999999,13.467005999999998,130.0,48.0,35.0,7.9
haryana,cotton,2011,681.326,18.395802,8.175912,18.395802,130.0,48.0,35.0,7.9
haryana,cotton,2012,629.475,16.995825,7.5537,16.995825,130.0,48.0,35.0,7.9
haryana,cotton,2013,582.44,15.725880000000002,6.98928,15.725880000000002,130.0,48.0,35.0,7.9
haryana,cotton,2014,487.6466666666667,13.16646,5.85176,13.16646,130.0,48.0,35.0,7.9
haryana,cotton,2015,290.3016666666667,7.838145,3.48362,7.838145,130.0,48.0,35.0,7.9
haryana,cotton,2016,532.5566666666667,14.37903,6.39068,14.37903,130.0,48.0,35.0,7.9
haryana,cotton,2017,484.5516666666667,13.082895,5.814620000000001,13.082895,130.0,48.0,35.0,7.9
haryana,maize,1981,872.1349999999999,23.547645,10.46562,14.826295,130.0,48.0,35.0,7.9
haryana,maize,1982,1003.7049999999999,27.100035000000002,12.04446,17.062985,130.0,48.0,35.0,7.9
haryana,maize,1983,876.2633333333333,23.65911,10.51516,14.896476666666667,130.0,48.0,35.0,7.9
haryana,maize,1984,1016.34,27.441180000000003,12.19608,17.27778,130.0,48.0,35.0,7.9
haryana,maize,1985,1070.8333333333333,28.912499999999998,12.85,18.204166666666666,130.0,48.0,35.0,7.9
haryana,maize,1986,917.3283333333333,24.767865,11.00794,15.594581666666665,130.0,48.0,35.0,7.9
haryana,maize,1987,813.888,21.974976,9.766656000000001,13.836096000000001,130.0,48.0,35.0,7.9
haryana,maize,1988,848.485,22.909094999999997,10.18182,14.424244999999999,130.0,48.0,35.0,7.9
haryana,maize,1989,1022.7266666666666,27.613619999999997,12.27272,17.386353333333332,130.0,48.0,35.0,7.9
haryana,maize,1990,1114.2666666666667,30.0852,13.3712,18.942533333333333,130.0,48.0,35.0,7.9
haryana,maize,1991,1247.8216666666667,33.691185,14.97386,21.212968333333333,130.0,48.0,35.0,7.9
haryana,maize,1992,1801.118333333333,48.63019499999999,21.61342,30.619011666666665,130.0,48.0,35.0,7.9
haryana,maize,1993,1321.9766666666667,35.69337,15.863719999999999,22.473603333333333,130.0,48.0,35.0,7.9
haryana,maize,1994,1692.4099999999999,45.69507000000001,20.30892,28.770970000000002,130.0,48.0,35.0,7.9
haryana,maize,1995,2821.795,76.18846500000001,33.86154,47.970515000000006,130.0,48.0,35.0,7.9
haryana,maize,1996,2488.6949999999997,67.19476499999999,29.864340000000002,42.307815,130.0,48.0,35.0,7.9
haryana,maize,1997,2326.6775,62.8202925,27.92013,39.553517500000005,130.0,48.0,35.0,7.9
haryana,maize,1998,1972.22,53.249939999999995,23.66664,33.52774,130.0,48.0,35.0,7.9
haryana,maize,1999,2248.2,60.7014,26.9784,38.2194,130.0,48.0,35.0,7.9
haryana,maize,2000,2276.7766666666666,61.472970000000004,27.32132,38.70520333333334,130.0,48.0,35.0,7.9
haryana,maize,2001,2863.463333333333,77.31351,34.361560000000004,48.67887666666667,130.0,48.0,35.0,7.9
haryana,maize,2002,2082.335,56.223045,24.98802,35.399695,130.0,48.0,35.0,7.9
haryana,maize,2003,3260.58,88.03566000000001,39.12696,55.42986,130.0,48.0,35.0,7.9
haryana,maize,2004,3046.285,82.249695,36.55542,51.786845,130.0,48.0,35.0,7.9
haryana,maize,2005,2319.1800000000003,62.61786,27.83016,39.42606,130.0,48.0,35.0,7.9
haryana,maize,2006,2459.02,66.39353999999999,29.50824,41.80334,130.0,48.0,35.0,7.9
haryana,maize,2007,3083.9233333333336,83.26593,37.00708,52.426696666666665,130.0,48.0,35.0,7.9
haryana,maize,2008,1990.4275,53.7415425,23.88513,33.837267499999996,130.0,48.0,35.0,7.9
haryana,maize,2009,2955.596666666667,79.80111000000001,35.46716,50.24514333333334,130.0,48.0,35.0,7.9
haryana,maize,2010,2616.0299999999997,70.63281,31.39236,44.47251,130.0,48.0,35.0,7.9
haryana,maize,2011,3252.1,87.80669999999999,39.025200000000005,55.2857,130.0,48.0,35.0,7.9
haryana,maize,2012,3269.6850000000004,88.281495,39.236219999999996,55.58464500000001,130.0,48.0,35.0,7.9
haryana,maize,2013,3000.0,81.0,36.0,51.0,130.0,48.0,35.0,7.9
haryana,maize,2014,2000.0,54.0,24.0,34.0,130.0,48.0,35.0,7.9
haryana,maize,2015,2687.8333333333335,72.5715,32.254,45.69316666666666,130.0,48.0,35.0,7.9
haryana,maize,2016,8265.98,223.18146000000002,99.19175999999999,140.52166,130.0,48.0,35.0,7.9
haryana,maize,2017,3942.31,106.44237,47.30772,67.01927,130.0,48.0,35.0,7.9
haryana,rice,1981,2153.728333333333,53.84320833333334,25.84474,47.382023333333336,130.0,48.0,35.0,7.9
haryana,rice,1982,2219.726666666667,55.49316666666667,26.63672,48.83398666666667,130.0,48.0,35.0,7.9
haryana,rice,1983,2360.1516666666666,59.003791666666665,28.32182,51.92333666666667,130.0,48.0,35.0,7.9
haryana,rice,1984,2259.0157142857142,56.475392857142865,27.108188571428574,49.698345714285715,130.0,48.0,35.0,7.9
haryana,rice,1985,2782.502857142857,69.56257142857143,33.390034285714286,61.21506285714286,130.0,48.0,35.0,7.9
haryana,rice,1986,2355.806666666667,58.89516666666666,28.269679999999997,51.82774666666666,130.0,48.0,35.0,7.9
haryana,rice,1987,2039.5916666666665,50.98979166666667,24.4751,44.87101666666667,130.0,48.0,35.0,7.9
haryana,rice,1988,2352.438333333333,58.81095833333333,28.22926,51.753643333333336,130.0,48.0,35.0,7.9
haryana,rice,1989,2642.1783333333333,66.05445833333333,31.70614,58.127923333333335,130.0,48.0,35.0,7.9
haryana,rice,1990,2818.4216666666666,70.46054166666667,33.82106,62.00527666666667,130.0,48.0,35.0,7.9
haryana,rice,1991,2905.7450000000003,72.643625,34.86894,63.92639,130.0,48.0,35.0,7.9
haryana,rice,1992,2673.03,66.82575,32.07636,58.80666,130.0,48.0,35.0,7.9
haryana,rice,1993,2758.1733333333336,68.95433333333334,33.09808,60.679813333333335,130.0,48.0,35.0,7.9
haryana,rice,1994,2852.443333333333,71.31108333333333,34.22932,62.75375333333333,130.0,48.0,35.0,7.9
haryana,rice,1995,2254.153333333333,56.353833333333334,27.04984,49.59137333333333,130.0,48.0,35.0,7.9
haryana,rice,1996,2942.515,73.562875,35.31018,64.73532999999999,130.0,48.0,35.0,7.9
haryana,rice,1997,2660.727142857143,66.51817857142858,31.928725714285715,58.53599714285714,130.0,48.0,35.0,7.9
haryana,rice,1998,2238.3,55.957499999999996,26.8596,49.242599999999996,130.0,48.0,35.0,7.9
haryana,rice,1999,2232.7242857142855,55.81810714285715,26.79269142857143,49.11993428571429,130.0,48.0,35.0,7.9
haryana,rice,2000,2541.3885714285716,63.53471428571429,30.49666285714286,55.91054857142857,130.0,48.0,35.0,7.9
haryana,rice,2001,2660.5685714285714,66.51421428571429,31.926822857142856,58.53250857142857,130.0,48.0,35.0,7.9
haryana,rice,2002,2600.3114285714287,65.00778571428572,31.203737142857143,57.20685142857143,130.0,48.0,35.0,7.9
haryana,rice,2003,2692.7442857142855,67.31860714285715,32.31293142857143,59.24037428571428,130.0,48.0,35.0,7.9
haryana,rice,2004,2588.7485714285717,64.71871428571428,31.06498285714286,56.952468571428575,130.0,48.0,35.0,7.9
haryana,rice,2005,2844.197142857143,71.10492857142857,34.130365714285716,62.57233714285714,130.0,48.0,35.0,7.9
haryana,rice,2006,2953.9500000000003,73.84875,35.4474,64.9869,130.0,48.0,35.0,7.9
haryana,rice,2007,3176.032857142857,79.40082142857143,38.11239428571429,69.87272285714286,130.0,48.0,35.0,7.9
haryana,rice,2008,2604.2785714285715,65.10696428571428,31.251342857142856,57.29412857142857,130.0,48.0,35.0,7.9
haryana,rice,2009,2835.9514285714286,70.89878571428571,34.031417142857144,62.39093142857143,130.0,48.0,35.0,7.9
haryana,rice,2010,2689.085714285714,67.22714285714287,32.26902857142857,59.159885714285714,130.0,48.0,35.0,7.9
haryana,rice,2011,2924.0914285714284,73.10228571428571,35.08909714285714,64.33001142857142,130.0,48.0,35.0,7.9
haryana,rice,2012,3086.5614285714287,77.1640357142857,37.038737142857144,67.90435142857143,130.0,48.0,35.0,7.9
haryana,rice,2013,3031.7514285714283,75.79378571428572,36.38101714285715,66.69853142857143,130.0,48.0,35.0,7.9
haryana,rice,2014,2861.6457142857143,71.54114285714286,34.33974857142857,62.95620571428571,130.0,48.0,35.0,7.9
haryana,rice,2015,2847.07,71.17675,34.164840000000005,62.63554,130.0,48.0,35.0,7.9
haryana,rice,2016,2947.7599999999998,73.69399999999999,35.37312,64.85072,130.0,48.0,35.0,7.9
haryana,rice,2017,3135.6857142857143,78.39214285714286,37.62822857142857,68.98508571428572,130.0,48.0,35.0,7.9
himachal pradesh,chickpea,1981,388.16571428571433,6.9869828571428565,3.881657142857143,6.9869828571428565,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1982,426.88199999999995,7.683876,4.26882,7.683876,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1983,173.208,3.117744,1.7320799999999998,3.117744,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1984,104.144,1.8745919999999998,1.0414400000000001,1.8745919999999998,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1985,566.3639999999999,10.194552,5.66364,10.194552,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1986,305.74142857142857,5.5033457142857145,3.057414285714286,5.5033457142857145,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1987,152.81,2.75058,1.5281000000000002,2.75058,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1988,511.6671428571429,9.210008571428572,5.116671428571429,9.210008571428572,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1989,827.5550000000001,14.895989999999998,8.275549999999999,14.895989999999998,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1990,526.3714285714285,9.474685714285714,5.263714285714285,9.474685714285714,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1991,547.7014285714286,9.858625714285713,5.477014285714286,9.858625714285713,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1992,619.2725,11.146905,6.192725,11.146905,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1993,461.3414285714286,8.304145714285713,4.613414285714286,8.304145714285713,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1994,494.56285714285707,8.902131428571428,4.945628571428571,8.902131428571428,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1995,870.7214285714286,15.672985714285716,8.707214285714286,15.672985714285716,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1996,905.2457142857144,16.294422857142855,9.052457142857142,16.294422857142855,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1997,802.2049999999999,14.439689999999999,8.02205,14.439689999999999,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1998,794.4528571428572,14.300151428571429,7.944528571428571,14.300151428571429,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,1999,979.6183333333333,17.633129999999998,9.796183333333333,17.633129999999998,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2000,610.2185714285714,10.983934285714286,6.1021857142857145,10.983934285714286,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2001,803.6128571428571,14.46503142857143,8.036128571428572,14.46503142857143,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2002,735.5114285714286,13.239205714285715,7.3551142857142855,13.239205714285715,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2003,728.7685714285715,13.117834285714284,7.287685714285715,13.117834285714284,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2005,482.9342857142857,8.692817142857143,4.829342857142857,8.692817142857143,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2006,863.4342857142857,15.541817142857143,8.634342857142856,15.541817142857143,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2007,869.7785714285714,15.656014285714287,8.697785714285715,15.656014285714287,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2008,365.714,6.582852,3.6571399999999996,6.582852,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2009,450.77799999999996,8.114004,4.5077799999999995,8.114004,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2010,786.0916666666667,14.149650000000001,7.860916666666665,14.149650000000001,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2011,905.5620000000001,16.300116,9.055620000000001,16.300116,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2012,906.145,16.31061,9.061449999999999,16.31061,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2013,949.6633333333333,17.09394,9.496633333333333,17.09394,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2014,915.21,16.47378,9.152099999999999,16.47378,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2015,1000.0,18.0,10.0,18.0,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2016,318.55833333333334,5.73405,3.1855833333333337,5.73405,60.0,20.0,40.0,6.0
himachal pradesh,chickpea,2017,1033.4683333333335,18.602430000000002,10.334683333333333,18.602430000000002,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1981,337.4225,9.1104075,4.04907,9.1104075,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1982,243.38600000000002,6.571422,2.920632,6.571422,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1983,400.21,10.805670000000001,4.8025199999999995,10.805670000000001,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1984,245.69,6.63363,2.94828,6.63363,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1985,701.39,18.93753,8.41668,18.93753,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1986,1152.7775000000001,31.124992499999998,13.83333,31.124992499999998,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1987,347.22333333333336,9.37503,4.16668,9.37503,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1988,1126.9825,30.4285275,13.52379,30.4285275,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1989,392.8566666666666,10.60713,4.71428,10.60713,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1990,392.855,10.607085,4.7142599999999995,10.607085,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1991,464.28499999999997,12.535695,5.57142,12.535695,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1992,416.66499999999996,11.249955,4.99998,11.249955,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1993,111.11,2.99997,1.33332,2.99997,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1994,355.5566666666667,9.60003,4.26668,9.60003,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1995,500.0,13.5,6.0,13.5,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1996,571.43,15.42861,6.85716,15.42861,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1997,466.6666666666667,12.6,5.6000000000000005,12.6,60.0,20.0,40.0,6.0
himachal pradesh,cotton,1999,750.0,20.25,9.0,20.25,60.0,20.0,40.0,6.0
himachal pradesh,cotton,2000,333.33,8.999909999999998,3.99996,8.999909999999998,60.0,20.0,40.0,6.0
himachal pradesh,cotton,2001,500.0,13.5,6.0,13.5,60.0,20.0,40.0,6.0
himachal pradesh,cotton,2002,500.0,13.5,6.0,13.5,60.0,20.0,40.0,6.0
himachal pradesh,cotton,2003,500.0,13.5,6.0,13.5,60.0,20.0,40.0,6.0
himachal pradesh,cotton,2007,500.0,13.5,6.0,13.5,60.0,20.0,40.0,6.0
himachal pradesh,cotton,2008,500.0,13.5,6.0,13.5,60.0,20.0,40.0,6.0
himachal pradesh,cotton,2010,1000.0,27.0,12.0,27.0,60.0,20.0,40.0,6.0
himachal pradesh,cotton,2011,1000.0,27.0,12.0,27.0,60.0,20.0,40.0,6.0
himachal pradesh,cotton,2016,73.33,1.97991,0.8799599999999999,1.97991,60.0,20.0,40.0,6.0
himachal pradesh,maize,1981,1623.958,43.846866,19.487496,27.607286,60.0,20.0,40.0,6.0
himachal pradesh,maize,1982,1433.924,38.715948000000004,17.207088,24.376708,60.0,20.0,40.0,6.0
himachal pradesh,maize,1983,1929.02,52.083540000000006,23.14824,32.79334,60.0,20.0,40.0,6.0
himachal pradesh,maize,1984,1844.0400000000002,49.78908,22.128480000000003,31.34868,60.0,20.0,40.0,6.0
himachal pradesh,maize,1985,1861.2155555555555,50.25282,22.334586666666667,31.640664444444447,60.0,20.0,40.0,6.0
himachal pradesh,maize,1986,2008.8739999999998,54.239598,24.106488000000002,34.150858,60.0,20.0,40.0,6.0
himachal pradesh,maize,1987,1445.2350000000001,39.021345000000004,17.34282,24.568995,60.0,20.0,40.0,6.0
himachal pradesh,maize,1988,1683.2733333333333,45.44838,20.19928,28.615646666666667,60.0,20.0,40.0,6.0
himachal pradesh,maize,1989,2236.6966666666667,60.39081,26.84036,38.02384333333333,60.0,20.0,40.0,6.0
himachal pradesh,maize,1990,2233.85,60.31395,26.8062,37.97545,60.0,20.0,40.0,6.0
himachal pradesh,maize,1991,1874.8700000000001,50.62149000000001,22.49844,31.872790000000002,60.0,20.0,40.0,6.0
himachal pradesh,maize,1992,2159.49,58.306230000000006,25.91388,36.71133,60.0,20.0,40.0,6.0
himachal pradesh,maize,1993,2250.495,60.763365,27.00594,38.258415,60.0,20.0,40.0,6.0
himachal pradesh,maize,1994,2122.362,57.303774,25.468344,36.080154,60.0,20.0,40.0,6.0
himachal pradesh,maize,1995,2230.893,60.234111000000006,26.770716,37.925180999999995,60.0,20.0,40.0,6.0
himachal pradesh,maize,1996,2010.172,54.274644,24.122064,34.172924,60.0,20.0,40.0,6.0
himachal pradesh,maize,1997,2171.31,58.62537,26.05572,36.91227,60.0,20.0,40.0,6.0
himachal pradesh,maize,1998,2298.199,62.051373,27.578388,39.069383,60.0,20.0,40.0,6.0
himachal pradesh,maize,1999,2450.918,66.174786,29.411016,41.665606000000004,60.0,20.0,40.0,6.0
himachal pradesh,maize,2000,2414.295,65.185965,28.971539999999997,41.043015000000004,60.0,20.0,40.0,6.0
himachal pradesh,maize,2001,2725.1279999999997,73.578456,32.701536,46.327176,60.0,20.0,40.0,6.0
himachal pradesh,maize,2002,1646.19,44.44713,19.75428,27.98523,60.0,20.0,40.0,6.0
himachal pradesh,maize,2003,2655.134,71.68861799999999,31.861608,45.137278,60.0,20.0,40.0,6.0
himachal pradesh,maize,2004,2230.725,60.229575,26.768700000000003,37.922325,60.0,20.0,40.0,6.0
himachal pradesh,maize,2005,1976.109,53.354943000000006,23.713308,33.593853,60.0,20.0,40.0,6.0
himachal pradesh,maize,2006,2430.112,65.613024,29.161344000000003,41.311904000000006,60.0,20.0,40.0,6.0
himachal pradesh,maize,2007,2387.568,64.464336,28.650816,40.588656,60.0,20.0,40.0,6.0
himachal pradesh,maize,2008,2396.672,64.710144,28.760064,40.743424000000005,60.0,20.0,40.0,6.0
himachal pradesh,maize,2009,2117.895,57.18316500000001,25.414740000000002,36.004215,60.0,20.0,40.0,6.0
himachal pradesh,maize,2010,2571.699,69.435873,30.860388,43.718883,60.0,20.0,40.0,6.0
himachal pradesh,maize,2011,2474.62,66.81474,29.69544,42.06854,60.0,20.0,40.0,6.0
himachal pradesh,maize,2012,2547.7380000000003,68.788926,30.572856,43.311546,60.0,20.0,40.0,6.0
himachal pradesh,maize,2013,2386.833,64.444491,28.641996,40.576161,60.0,20.0,40.0,6.0
himachal pradesh,maize,2014,2024.64,54.66528000000001,24.295679999999997,34.41888,60.0,20.0,40.0,6.0
himachal pradesh,maize,2015,2953.834,79.753518,35.446008,50.215178,60.0,20.0,40.0,6.0
himachal pradesh,maize,2016,2127.295,57.436965,25.527540000000002,36.164015,60.0,20.0,40.0,6.0
himachal pradesh,maize,2017,2930.708,79.129116,35.168496000000005,49.822036000000004,60.0,20.0,40.0,6.0
himachal pradesh,rice,1981,928.3555555555554,23.20888888888889,11.140266666666667,20.423822222222224,60.0,20.0,40.0,6.0
himachal pradesh,rice,1982,793.8422222222222,19.846055555555555,9.526106666666667,17.46452888888889,60.0,20.0,40.0,6.0
himachal pradesh,rice,1983,1258.881111111111,31.472027777777775,15.106573333333333,27.695384444444446,60.0,20.0,40.0,6.0
himachal pradesh,rice,1984,1271.6066666666666,31.790166666666664,15.259279999999999,27.975346666666667,60.0,20.0,40.0,6.0
himachal pradesh,rice,1985,1443.32875,36.08321875,17.319945,31.7532325,60.0,20.0,40.0,6.0
himachal pradesh,rice,1986,1194.6744444444444,29.866861111111113,14.336093333333334,26.28283777777778,60.0,20.0,40.0,6.0
himachal pradesh,rice,1987,909.031111111111,22.72577777777778,10.908373333333333,19.998684444444443,60.0,20.0,40.0,6.0
himachal pradesh,rice,1988,1030.3266666666668,25.758166666666668,12.36392,22.667186666666666,60.0,20.0,40.0,6.0
himachal pradesh,rice,1989,1155.20875,28.88021875,13.862504999999999,25.4145925,60.0,20.0,40.0,6.0
himachal pradesh,rice,1990,1247.9,31.197499999999998,14.9748,27.4538,60.0,20.0,40.0,6.0
himachal pradesh,rice,1991,1275.822222222222,31.895555555555557,15.309866666666665,28.068088888888887,60.0,20.0,40.0,6.0
himachal pradesh,rice,1992,1396.3866666666665,34.909666666666666,16.75664,30.720506666666665,60.0,20.0,40.0,6.0
himachal pradesh,rice,1993,1175.2966666666666,29.382416666666668,14.10356,25.856526666666667,60.0,20.0,40.0,6.0
himachal pradesh,rice,1994,1233.6566666666668,30.841416666666664,14.80388,27.14044666666667,60.0,20.0,40.0,6.0
himachal pradesh,rice,1995,1407.1544444444444,35.17886111111111,16.885853333333333,30.95739777777778,60.0,20.0,40.0,6.0
himachal pradesh,rice,1996,1344.5311111111112,33.613277777777775,16.134373333333333,29.579684444444442,60.0,20.0,40.0,6.0
himachal pradesh,rice,1997,1494.5444444444445,37.36361111111111,17.934533333333334,32.87997777777778,60.0,20.0,40.0,6.0
himachal pradesh,rice,1998,1396.9844444444445,34.92461111111111,16.763813333333335,30.733657777777776,60.0,20.0,40.0,6.0
himachal pradesh,rice,1999,1497.0877777777778,37.427194444444446,17.96505333333333,32.93593111111111,60.0,20.0,40.0,6.0
himachal pradesh,rice,2000,1580.7533333333333,39.51883333333333,18.96904,34.77657333333333,60.0,20.0,40.0,6.0
himachal pradesh,rice,2001,1596.4255555555555,39.91063888888888,19.157106666666667,35.121362222222224,60.0,20.0,40.0,6.0
himachal pradesh,rice,2002,1154.3955555555556,28.859888888888893,13.852746666666667,25.396702222222224,60.0,20.0,40.0,6.0
himachal pradesh,rice,2003,1439.0544444444445,35.97636111111111,17.268653333333333,31.659197777777777,60.0,20.0,40.0,6.0
himachal pradesh,rice,2004,1459.6077777777778,36.49019444444444,17.515293333333332,32.11137111111111,60.0,20.0,40.0,6.0
himachal pradesh,rice,2005,1386.7066666666667,34.66766666666667,16.64048,30.50754666666667,60.0,20.0,40.0,6.0
himachal pradesh,rice,2006,1752.7722222222224,43.81930555555555,21.033266666666666,38.560988888888886,60.0,20.0,40.0,6.0
himachal pradesh,rice,2007,1688.6944444444443,42.21736111111111,20.264333333333337,37.15127777777778,60.0,20.0,40.0,6.0
himachal pradesh,rice,2008,1492.441111111111,37.31102777777778,17.909293333333334,32.83370444444444,60.0,20.0,40.0,6.0
himachal pradesh,rice,2009,1372.7577777777778,34.31894444444444,16.47309333333333,30.20067111111111,60.0,20.0,40.0,6.0
himachal pradesh,rice,2010,1438.4122222222222,35.96030555555555,17.26094666666667,31.645068888888886,60.0,20.0,40.0,6.0
himachal pradesh,rice,2011,1417.8266666666668,35.44566666666667,17.01392,31.192186666666665,60.0,20.0,40.0,6.0
himachal pradesh,rice,2012,1452.8377777777778,36.32094444444445,17.434053333333335,31.962431111111112,60.0,20.0,40.0,6.0
himachal pradesh,rice,2013,1552.118888888889,38.80297222222222,18.625426666666666,34.146615555555556,60.0,20.0,40.0,6.0
himachal pradesh,rice,2014,1684.0444444444445,42.101111111111116,20.208533333333335,37.04897777777778,60.0,20.0,40.0,6.0
himachal pradesh,rice,2015,1609.2288888888888,40.23072222222223,19.310746666666667,35.403035555555554,60.0,20.0,40.0,6.0
himachal pradesh,rice,2016,1494.9588888888889,37.37397222222222,17.939506666666666,32.889095555555556,60.0,20.0,40.0,6.0
himachal pradesh,rice,2017,1563.2488888888888,39.08122222222222,18.75898666666667,34.39147555555556,60.0,20.0,40.0,6.0
jharkhand,chickpea,1981,817.576,14.716368,8.17576,14.716368,68.0,22.0,30.0,6.1
jharkhand,chickpea,1982,731.1933333333333,13.16148,7.311933333333333,13.16148,68.0,22.0,30.0,6.1
