state,crop,year,yield,rainfall,temperature,humidity,n_req_kg_per_ha,p_req_kg_per_ha,k_req_kg_per_ha,n,p,k,ph,temperature_nasa,rainfall_nasa,humidity_nasa
chhattisgarh,cotton,2003,607.145,700.0,28.0,65.0,16.392915000000002,7.28574,16.392915000000002,70.0,35.0,20.0,6.5,26.551666666666662,1432.96,57.92416666666667
chhattisgarh,cotton,2004,589.435,700.0,28.0,65.0,15.914745000000002,7.073220000000001,15.914745000000002,70.0,35.0,20.0,6.5,25.775,1038.81,61.318333333333335
chhattisgarh,cotton,2006,331.58000000000004,700.0,28.0,65.0,8.95266,3.97896,8.95266,70.0,35.0,20.0,6.5,26.26833333333333,1114.45,59.94416666666667
chhattisgarh,cotton,2007,250.0,700.0,28.0,65.0,6.75,3.0,6.75,70.0,35.0,20.0,6.5,26.234166666666667,1423.87,58.49916666666667
chhattisgarh,cotton,2008,1000.0,700.0,28.0,65.0,27.0,12.0,27.0,70.0,35.0,20.0,6.5,25.91416666666667,1042.34,59.41083333333333
chhattisgarh,cotton,2011,250.0,700.0,28.0,65.0,6.75,3.0,6.75,70.0,35.0,20.0,6.5,25.54583333333333,1521.78,62.225
chhattisgarh,cotton,2012,153.85,700.0,28.0,65.0,4.15395,1.8462,4.15395,70.0,35.0,20.0,6.5,26.0,1537.49,59.340833333333336
chhattisgarh,cotton,2013,200.0,700.0,28.0,65.0,5.4,2.4000000000000004,5.4,70.0,35.0,20.0,6.5,25.834166666666665,1643.8200000000002,63.14083333333334
chhattisgarh,cotton,2014,400.0,700.0,28.0,65.0,10.8,4.800000000000001,10.8,70.0,35.0,20.0,6.5,25.85333333333333,1245.41,62.6275
chhattisgarh,cotton,2015,200.0,700.0,28.0,65.0,5.4,2.4000000000000004,5.4,70.0,35.0,20.0,6.5,26.191666666666663,1145.35,61.156666666666666
chhattisgarh,cotton,2016,362.905,700.0,28.0,65.0,9.798435,4.35486,9.798435,70.0,35.0,20.0,6.5,26.666666666666668,1251.52,58.04333333333333
chhattisgarh,cotton,2017,328.925,700.0,28.0,65.0,8.880975,3.9471,8.880975,70.0,35.0,20.0,6.5,26.54833333333333,1172.14,57.87166666666667
chhattisgarh,maize,1981,973.6983333333334,800.0,22.0,70.0,26.289855,11.68438,16.552871666666665,70.0,35.0,20.0,6.5,25.631666666666664,1500.61,60.59666666666666
chhattisgarh,maize,1982,1090.8116666666667,800.0,22.0,70.0,29.451915,13.08974,18.54379833333333,70.0,35.0,20.0,6.5,25.950833333333332,1592.63,64.26166666666667
chhattisgarh,maize,1983,1324.21,800.0,22.0,70.0,35.75367,15.89052,22.511570000000003,70.0,35.0,20.0,6.5,26.368333333333336,971.82,54.060833333333335
chhattisgarh,maize,1984,1208.645,800.0,22.0,70.0,32.633415,14.50374,20.546965,70.0,35.0,20.0,6.5,26.171666666666667,1110.81,56.25
chhattisgarh,maize,1985,986.165,800.0,22.0,70.0,26.626455000000004,11.833980000000002,16.764805,70.0,35.0,20.0,6.5,26.595,1138.5700000000002,54.66333333333333
chhattisgarh,maize,1986,957.9383333333332,800.0,22.0,70.0,25.864335,11.49526,16.284951666666668,70.0,35.0,20.0,6.5,26.140833333333333,1329.74,59.675
chhattisgarh,maize,1987,1054.3866666666663,800.0,22.0,70.0,28.46844,12.65264,17.92457333333333,70.0,35.0,20.0,6.5,26.651666666666667,895.83,55.03
chhattisgarh,maize,1988,1238.8433333333332,800.0,22.0,70.0,33.44877,14.86612,21.060336666666668,70.0,35.0,20.0,6.5,27.4325,667.23,49.765833333333326
chhattisgarh,maize,1989,1428.5833333333333,800.0,22.0,70.0,38.57175,17.143,24.285916666666665,70.0,35.0,20.0,6.5,26.390833333333333,1187.97,51.01333333333333
chhattisgarh,maize,1990,1085.605,800.0,22.0,70.0,29.311335,13.02726,18.455285,70.0,35.0,20.0,6.5,25.76833333333333,1481.67,62.64833333333333
chhattisgarh,maize,1991,1159.4416666666666,800.0,22.0,70.0,31.304925,13.9133,19.710508333333333,70.0,35.0,20.0,6.5,26.29583333333333,1005.72,57.524166666666666
chhattisgarh,maize,1992,1472.7966666666669,800.0,22.0,70.0,39.76551,17.67356,25.037543333333332,70.0,35.0,20.0,6.5,26.444166666666664,1058.88,52.403333333333336
chhattisgarh,maize,1993,1464.6666666666667,800.0,22.0,70.0,39.546,17.576,24.89933333333333,70.0,35.0,20.0,6.5,26.3225,1310.97,54.01083333333333
chhattisgarh,maize,1994,927.1366666666668,800.0,22.0,70.0,25.03269,11.12564,15.761323333333332,70.0,35.0,20.0,6.5,26.016666666666666,1585.17,58.91916666666666
chhattisgarh,maize,1995,1429.9,800.0,22.0,70.0,38.6073,17.1588,24.3083,70.0,35.0,20.0,6.5,25.94333333333333,1234.08,60.54666666666666
chhattisgarh,maize,1996,1266.9883333333337,800.0,22.0,70.0,34.208685,15.20386,21.538801666666668,70.0,35.0,20.0,6.5,26.5375,982.7,56.045
chhattisgarh,maize,1997,1105.4383333333333,800.0,22.0,70.0,29.846835,13.26526,18.79245166666667,70.0,35.0,20.0,6.5,26.099166666666665,1229.92,57.67583333333334
chhattisgarh,maize,1998,1263.2333333333331,800.0,22.0,70.0,34.1073,15.1588,21.47496666666667,70.0,35.0,20.0,6.5,26.45833333333333,899.42,61.01666666666667
chhattisgarh,maize,1999,1536.746666666667,800.0,22.0,70.0,41.492160000000005,18.44096,26.12469333333333,70.0,35.0,20.0,6.5,26.352500000000003,1026.95,55.705000000000005
chhattisgarh,maize,2000,1187.495,800.0,22.0,70.0,32.062365,14.24994,20.187415,70.0,35.0,20.0,6.5,26.3725,867.56,51.19
chhattisgarh,maize,2001,742.6333333333333,800.0,22.0,70.0,20.0511,8.9116,12.624766666666666,70.0,35.0,20.0,6.5,26.215,1213.96,57.001666666666665
chhattisgarh,maize,2002,1296.635,800.0,22.0,70.0,35.009145,15.55962,22.042795,70.0,35.0,20.0,6.5,26.839166666666667,805.0,52.880833333333335
chhattisgarh,maize,2003,1246.0733333333335,800.0,22.0,70.0,33.643980000000006,14.95288,21.183246666666665,70.0,35.0,20.0,6.5,26.551666666666662,1432.96,57.92416666666667
chhattisgarh,maize,2004,1371.4166666666667,800.0,22.0,70.0,37.02825000000001,16.457,23.314083333333333,70.0,35.0,20.0,6.5,25.775,1038.81,61.318333333333335
chhattisgarh,maize,2005,1371.4166666666667,800.0,22.0,70.0,37.02825000000001,16.457,23.314083333333333,70.0,35.0,20.0,6.5,26.174166666666665,1526.21,58.634166666666665
chhattisgarh,maize,2006,1069.1,800.0,22.0,70.0,28.8657,12.8292,18.1747,70.0,35.0,20.0,6.5,26.26833333333333,1114.45,59.94416666666667
chhattisgarh,maize,2007,1433.11,800.0,22.0,70.0,38.69397,17.19732,24.36287,70.0,35.0,20.0,6.5,26.234166666666667,1423.87,58.49916666666667
chhattisgarh,maize,2008,1268.7516666666668,800.0,22.0,70.0,34.256295,15.22502,21.56877833333333,70.0,35.0,20.0,6.5,25.91416666666667,1042.34,59.41083333333333
chhattisgarh,maize,2009,1444.2666666666669,800.0,22.0,70.0,38.9952,17.3312,24.552533333333333,70.0,35.0,20.0,6.5,27.16333333333333,1075.62,54.0
chhattisgarh,maize,2010,1651.9116666666666,800.0,22.0,70.0,44.601615,19.82294,28.082498333333334,70.0,35.0,20.0,6.5,27.075,1195.17,56.7375
chhattisgarh,maize,2011,1561.585,800.0,22.0,70.0,42.162795,18.73902,26.546945000000004,70.0,35.0,20.0,6.5,25.54583333333333,1521.78,62.225
chhattisgarh,maize,2012,1809.638333333333,800.0,22.0,70.0,48.860235,21.71566,30.763851666666667,70.0,35.0,20.0,6.5,26.0,1537.49,59.340833333333336
chhattisgarh,maize,2013,1953.3416666666665,800.0,22.0,70.0,52.740225,23.4401,33.206808333333335,70.0,35.0,20.0,6.5,25.834166666666665,1643.8200000000002,63.14083333333334
chhattisgarh,maize,2014,1813.9133333333327,800.0,22.0,70.0,48.975660000000005,21.76696,30.836526666666668,70.0,35.0,20.0,6.5,25.85333333333333,1245.41,62.6275
chhattisgarh,maize,2015,1730.6366666666663,800.0,22.0,70.0,46.72719,20.76764,29.42082333333333,70.0,35.0,20.0,6.5,26.191666666666663,1145.35,61.156666666666666
chhattisgarh,maize,2016,2411.7983333333336,800.0,22.0,70.0,65.118555,28.94158,41.000571666666666,70.0,35.0,20.0,6.5,26.666666666666668,1251.52,58.04333333333333
chhattisgarh,maize,2017,2365.4166666666665,800.0,22.0,70.0,63.86625,28.385,40.21208333333333,70.0,35.0,20.0,6.5,26.54833333333333,1172.14,57.87166666666667
chhattisgarh,rice,1981,832.6583333333333,1200.0,25.0,80.0,20.816458333333333,9.9919,18.318483333333333,70.0,35.0,20.0,6.5,25.631666666666664,1500.61,60.59666666666666
chhattisgarh,rice,1982,729.1183333333333,1200.0,25.0,80.0,18.227958333333333,8.749419999999999,16.040603333333333,70.0,35.0,20.0,6.5,25.950833333333332,1592.63,64.26166666666667
chhattisgarh,rice,1983,962.33,1200.0,25.0,80.0,24.05825,11.547960000000002,21.17126,70.0,35.0,20.0,6.5,26.368333333333336,971.82,54.060833333333335
chhattisgarh,rice,1984,842.5066666666667,1200.0,25.0,80.0,21.06266666666667,10.11008,18.535146666666662,70.0,35.0,20.0,6.5,26.171666666666667,1110.81,56.25
chhattisgarh,rice,1985,1216.12,1200.0,25.0,80.0,30.403,14.59344,26.75464,70.0,35.0,20.0,6.5,26.595,1138.5700000000002,54.66333333333333
chhattisgarh,rice,1986,916.645,1200.0,25.0,80.0,22.916125,10.99974,20.16619,70.0,35.0,20.0,6.5,26.140833333333333,1329.74,59.675
chhattisgarh,rice,1987,885.9633333333335,1200.0,25.0,80.0,22.149083333333333,10.63156,19.49119333333333,70.0,35.0,20.0,6.5,26.651666666666667,895.83,55.03
chhattisgarh,rice,1988,1003.94,1200.0,25.0,80.0,25.0985,12.04728,22.08668,70.0,35.0,20.0,6.5,27.4325,667.23,49.765833333333326
chhattisgarh,rice,1989,993.2783333333332,1200.0,25.0,80.0,24.831958333333333,11.91934,21.85212333333333,70.0,35.0,20.0,6.5,26.390833333333333,1187.97,51.01333333333333
chhattisgarh,rice,1990,1177.86,1200.0,25.0,80.0,29.4465,14.13432,25.91292,70.0,35.0,20.0,6.5,25.76833333333333,1481.67,62.64833333333333
chhattisgarh,rice,1991,1148.9683333333337,1200.0,25.0,80.0,28.724208333333333,13.78762,25.27730333333333,70.0,35.0,20.0,6.5,26.29583333333333,1005.72,57.524166666666666
chhattisgarh,rice,1992,1074.743333333333,1200.0,25.0,80.0,26.868583333333333,12.89692,23.64435333333333,70.0,35.0,20.0,6.5,26.444166666666664,1058.88,52.403333333333336
chhattisgarh,rice,1993,1202.3633333333332,1200.0,25.0,80.0,30.059083333333334,14.42836,26.45199333333333,70.0,35.0,20.0,6.5,26.3225,1310.97,54.01083333333333
chhattisgarh,rice,1994,1306.5166666666669,1200.0,25.0,80.0,32.66291666666667,15.6782,28.74336666666667,70.0,35.0,20.0,6.5,26.016666666666666,1585.17,58.91916666666666
chhattisgarh,rice,1995,1183.34,1200.0,25.0,80.0,29.5835,14.20008,26.03348,70.0,35.0,20.0,6.5,25.94333333333333,1234.08,60.54666666666666
chhattisgarh,rice,1996,1283.2316666666666,1200.0,25.0,80.0,32.08079166666667,15.39878,28.23109666666667,70.0,35.0,20.0,6.5,26.5375,982.7,56.045
chhattisgarh,rice,1997,849.3183333333333,1200.0,25.0,80.0,21.23295833333333,10.19182,18.68500333333333,70.0,35.0,20.0,6.5,26.099166666666665,1229.92,57.67583333333334
chhattisgarh,rice,1998,858.5066666666667,1200.0,25.0,80.0,21.462666666666667,10.30208,18.887146666666663,70.0,35.0,20.0,6.5,26.45833333333333,899.42,61.01666666666667
chhattisgarh,rice,1999,1257.3583333333331,1200.0,25.0,80.0,31.433958333333333,15.088300000000002,27.661883333333336,70.0,35.0,20.0,6.5,26.352500000000003,1026.95,55.705000000000005
chhattisgarh,rice,2000,633.42,1200.0,25.0,80.0,15.8355,7.60104,13.93524,70.0,35.0,20.0,6.5,26.3725,867.56,51.19
chhattisgarh,rice,2001,1333.0166666666669,1200.0,25.0,80.0,33.32541666666667,15.9962,29.32636666666667,70.0,35.0,20.0,6.5,26.215,1213.96,57.001666666666665
chhattisgarh,rice,2002,690.6016666666666,1200.0,25.0,80.0,17.265041666666665,8.28722,15.193236666666666,70.0,35.0,20.0,6.5,26.839166666666667,805.0,52.880833333333335
chhattisgarh,rice,2003,1435.9033333333334,1200.0,25.0,80.0,35.89758333333334,17.23084,31.589873333333333,70.0,35.0,20.0,6.5,26.551666666666662,1432.96,57.92416666666667
chhattisgarh,rice,2004,1160.2133333333334,1200.0,25.0,80.0,29.005333333333336,13.92256,25.52469333333333,70.0,35.0,20.0,6.5,25.775,1038.81,61.318333333333335
chhattisgarh,rice,2005,1160.2133333333334,1200.0,25.0,80.0,29.005333333333336,13.92256,25.52469333333333,70.0,35.0,20.0,6.5,26.174166666666665,1526.21,58.634166666666665
chhattisgarh,rice,2006,1359.0716666666667,1200.0,25.0,80.0,33.976791666666664,16.30886,29.899576666666665,70.0,35.0,20.0,6.5,26.26833333333333,1114.45,59.94416666666667
chhattisgarh,rice,2007,1403.995,1200.0,25.0,80.0,35.099875,16.847939999999998,30.88789,70.0,35.0,20.0,6.5,26.234166666666667,1423.87,58.49916666666667
chhattisgarh,rice,2008,1192.5466666666669,1200.0,25.0,80.0,29.813666666666663,14.31056,26.236026666666664,70.0,35.0,20.0,6.5,25.91416666666667,1042.34,59.41083333333333
chhattisgarh,rice,2009,1091.8333333333333,1200.0,25.0,80.0,27.29583333333333,13.102,24.020333333333337,70.0,35.0,20.0,6.5,27.16333333333333,1075.62,54.0
chhattisgarh,rice,2010,1600.635,1200.0,25.0,80.0,40.015875,19.20762,35.21397,70.0,35.0,20.0,6.5,27.075,1195.17,56.7375
chhattisgarh,rice,2011,1564.3466666666666,1200.0,25.0,80.0,39.10866666666667,18.772160000000003,34.41562666666667,70.0,35.0,20.0,6.5,25.54583333333333,1521.78,62.225
chhattisgarh,rice,2012,1913.1066666666663,1200.0,25.0,80.0,47.827666666666666,22.95728,42.088346666666666,70.0,35.0,20.0,6.5,26.0,1537.49,59.340833333333336
chhattisgarh,rice,2013,1758.0933333333332,1200.0,25.0,80.0,43.952333333333335,21.09712,38.67805333333333,70.0,35.0,20.0,6.5,25.834166666666665,1643.8200000000002,63.14083333333334
chhattisgarh,rice,2014,1939.225,1200.0,25.0,80.0,48.480625,23.2707,42.66295,70.0,35.0,20.0,6.5,25.85333333333333,1245.41,62.6275
chhattisgarh,rice,2015,1263.07,1200.0,25.0,80.0,31.57675,15.15684,27.78754,70.0,35.0,20.0,6.5,26.191666666666663,1145.35,61.156666666666666
chhattisgarh,rice,2016,2092.7816666666668,1200.0,25.0,80.0,52.31954166666666,25.113380000000003,46.04119666666667,70.0,35.0,20.0,6.5,26.666666666666668,1251.52,58.04333333333333
chhattisgarh,rice,2017,1442.4983333333332,1200.0,25.0,80.0,36.06245833333333,17.30998,31.734963333333337,70.0,35.0,20.0,6.5,26.54833333333333,1172.14,57.87166666666667
gujarat,chickpea,1981,620.86,600.0,20.0,60.0,11.17548,6.2086,11.17548,75.0,38.0,28.0,7.8,26.505,805.6099999999999,54.53
gujarat,chickpea,1982,653.724705882353,600.0,20.0,60.0,11.767044705882354,6.53724705882353,11.767044705882354,75.0,38.0,28.0,7.8,26.864166666666662,612.11,49.95166666666666
gujarat,chickpea,1983,742.2747058823529,600.0,20.0,60.0,13.360944705882352,7.422747058823529,13.360944705882352,75.0,38.0,28.0,7.8,26.315,538.07,48.8625
gujarat,chickpea,1984,821.9522222222222,600.0,20.0,60.0,14.79514,8.219522222222222,14.79514,75.0,38.0,28.0,7.8,26.641666666666666,470.04,43.155
gujarat,chickpea,1985,524.214375,600.0,20.0,60.0,9.43585875,5.24214375,9.43585875,75.0,38.0,28.0,7.8,27.3475,339.53,43.321666666666665
gujarat,chickpea,1986,548.0580000000001,600.0,20.0,60.0,9.865044,5.48058,9.865044,75.0,38.0,28.0,7.8,27.346666666666664,197.54,39.770833333333336
gujarat,chickpea,1987,652.2066666666666,600.0,20.0,60.0,11.739719999999998,6.5220666666666665,11.739719999999998,75.0,38.0,28.0,7.8,28.12333333333333,228.19,39.68333333333334
gujarat,chickpea,1988,596.8244444444445,600.0,20.0,60.0,10.74284,5.968244444444444,10.74284,75.0,38.0,28.0,7.8,27.3275,789.2299999999999,50.3325
gujarat,chickpea,1989,600.3783333333333,600.0,20.0,60.0,10.80681,6.003783333333334,10.80681,75.0,38.0,28.0,7.8,27.161666666666665,409.65,45.193333333333335
gujarat,chickpea,1990,672.6564705882353,600.0,20.0,60.0,12.107816470588237,6.726564705882353,12.107816470588237,75.0,38.0,28.0,7.8,27.35,519.71,49.62583333333333
gujarat,chickpea,1991,604.3125,600.0,20.0,60.0,10.877625,6.043125,10.877625,75.0,38.0,28.0,7.8,27.625833333333333,322.55,42.29083333333333
gujarat,chickpea,1992,637.555,600.0,20.0,60.0,11.47599,6.3755500000000005,11.47599,75.0,38.0,28.0,7.8,26.85,524.41,48.45916666666667
gujarat,chickpea,1993,565.1394117647059,600.0,20.0,60.0,10.172509411764706,5.651394117647059,10.172509411764706,75.0,38.0,28.0,7.8,27.72666666666667,429.22,46.34583333333333
gujarat,chickpea,1994,798.8933333333333,600.0,20.0,60.0,14.38008,7.988933333333334,14.38008,75.0,38.0,28.0,7.8,26.41,976.59,51.28666666666667
gujarat,chickpea,1995,643.1999999999999,600.0,20.0,60.0,11.5776,6.432,11.5776,75.0,38.0,28.0,7.8,27.6725,304.66,43.44166666666666
gujarat,chickpea,1996,686.1017647058824,600.0,20.0,60.0,12.349831764705884,6.861017647058823,12.349831764705884,75.0,38.0,28.0,7.8,27.12833333333333,526.01,47.564166666666665
gujarat,chickpea,1997,772.5688888888889,600.0,20.0,60.0,13.90624,7.725688888888889,13.90624,75.0,38.0,28.0,7.8,26.491666666666664,721.84,50.73333333333333
gujarat,chickpea,1998,735.2672222222222,600.0,20.0,60.0,13.23481,7.352672222222221,13.23481,75.0,38.0,28.0,7.8,27.229166666666668,620.51,50.61666666666667
gujarat,chickpea,1999,499.59833333333336,600.0,20.0,60.0,8.99277,4.995983333333333,8.99277,75.0,38.0,28.0,7.8,27.7625,318.58000000000004,44.33583333333333
gujarat,chickpea,2000,550.1866666666667,600.0,20.0,60.0,9.90336,5.501866666666667,9.90336,75.0,38.0,28.0,7.8,27.67083333333333,366.69,43.29583333333333
gujarat,chickpea,2001,604.9427777777778,600.0,20.0,60.0,10.88897,6.049427777777778,10.88897,75.0,38.0,28.0,7.8,27.296666666666667,394.0100000000001,44.9475
gujarat,chickpea,2002,571.7729411764706,600.0,20.0,60.0,10.29191294117647,5.717729411764706,10.29191294117647,75.0,38.0,28.0,7.8,27.78,331.09,42.513333333333335
gujarat,chickpea,2003,848.1070588235294,600.0,20.0,60.0,15.265927058823529,8.481070588235294,15.265927058823529,75.0,38.0,28.0,7.8,26.756666666666664,816.01,50.84916666666666
gujarat,chickpea,2004,748.7205882352941,600.0,20.0,60.0,13.476970588235291,7.487205882352941,13.476970588235291,75.0,38.0,28.0,7.8,26.995833333333334,685.51,51.70916666666667
gujarat,chickpea,2005,973.5083333333334,600.0,20.0,60.0,17.52315,9.735083333333334,17.52315,75.0,38.0,28.0,7.8,26.257500000000004,828.2299999999999,52.07749999999999
gujarat,chickpea,2006,1016.0455555555556,600.0,20.0,60.0,18.28882,10.160455555555556,18.28882,75.0,38.0,28.0,7.8,26.75583333333333,833.6999999999999,55.11166666666667
gujarat,chickpea,2007,934.6511111111112,600.0,20.0,60.0,16.823719999999998,9.346511111111113,16.823719999999998,75.0,38.0,28.0,7.8,26.7175,1135.99,56.17
gujarat,chickpea,2008,1009.5833333333334,600.0,20.0,60.0,18.1725,10.095833333333331,18.1725,75.0,38.0,28.0,7.8,26.4725,679.01,51.92083333333333
gujarat,chickpea,2009,933.59,600.0,20.0,60.0,16.80462,9.3359,16.80462,75.0,38.0,28.0,7.8,27.5875,583.07,49.348333333333336
gujarat,chickpea,2010,1242.4344444444444,600.0,20.0,60.0,22.36382,12.424344444444444,22.36382,75.0,38.0,28.0,7.8,26.764166666666668,1214.06,58.0425
gujarat,chickpea,2011,1158.0933333333332,600.0,20.0,60.0,20.84568,11.580933333333332,20.84568,75.0,38.0,28.0,7.8,26.53333333333333,787.14,55.296666666666674
gujarat,chickpea,2012,1009.5972222222222,600.0,20.0,60.0,18.17275,10.095972222222224,18.17275,75.0,38.0,28.0,7.8,26.76083333333333,411.44,48.88916666666666
gujarat,chickpea,2013,1262.826111111111,600.0,20.0,60.0,22.73087,12.62826111111111,22.73087,75.0,38.0,28.0,7.8,26.04583333333333,1071.71,55.63999999999999
gujarat,chickpea,2014,1032.8323529411766,600.0,20.0,60.0,18.59098235294117,10.328323529411763,18.59098235294117,75.0,38.0,28.0,7.8,26.97083333333333,539.61,50.645
gujarat,chickpea,2015,963.7916666666666,600.0,20.0,60.0,17.34825,9.637916666666666,17.34825,75.0,38.0,28.0,7.8,27.345,657.8,49.23833333333334
gujarat,chickpea,2016,1006.0683333333332,600.0,20.0,60.0,18.10923,10.060683333333332,18.10923,75.0,38.0,28.0,7.8,27.296666666666667,465.96,49.97
gujarat,chickpea,2017,1205.4766666666665,600.0,20.0,60.0,21.69858,12.054766666666668,21.69858,75.0,38.0,28.0,7.8,26.71333333333333,923.8,52.1175
gujarat,cotton,1981,276.9917647058824,700.0,28.0,65.0,7.478777647058823,3.3239011764705886,7.478777647058823,75.0,38.0,28.0,7.8,26.505,805.6099999999999,54.53
gujarat,cotton,1982,209.2623529411765,700.0,28.0,65.0,5.6500835294117655,2.511148235294118,5.6500835294117655,75.0,38.0,28.0,7.8,26.864166666666662,612.11,49.95166666666666
gujarat,cotton,1983,209.1082352941177,700.0,28.0,65.0,5.645922352941176,2.509298823529412,5.645922352941176,75.0,38.0,28.0,7.8,26.315,538.07,48.8625
gujarat,cotton,1984,288.95375,700.0,28.0,65.0,7.80175125,3.467445,7.80175125,75.0,38.0,28.0,7.8,26.641666666666666,470.04,43.155
gujarat,cotton,1985,255.019375,700.0,28.0,65.0,6.885523125,3.0602325,6.885523125,75.0,38.0,28.0,7.8,27.3475,339.53,43.321666666666665
gujarat,cotton,1986,172.88125,700.0,28.0,65.0,4.66779375,2.0745750000000003,4.66779375,75.0,38.0,28.0,7.8,27.346666666666664,197.54,39.770833333333336
gujarat,cotton,1987,126.352,700.0,28.0,65.0,3.411504,1.516224,3.411504,75.0,38.0,28.0,7.8,28.12333333333333,228.19,39.68333333333334
gujarat,cotton,1988,276.590625,700.0,28.0,65.0,7.467946875,3.3190875,7.467946875,75.0,38.0,28.0,7.8,27.3275,789.2299999999999,50.3325
gujarat,cotton,1989,279.4425,700.0,28.0,65.0,7.5449475,3.35331,7.5449475,75.0,38.0,28.0,7.8,27.161666666666665,409.65,45.193333333333335
gujarat,cotton,1990,281.28812500000004,700.0,28.0,65.0,7.594779375,3.3754575,7.594779375,75.0,38.0,28.0,7.8,27.35,519.71,49.62583333333333
gujarat,cotton,1991,210.03,700.0,28.0,65.0,5.67081,2.52036,5.67081,75.0,38.0,28.0,7.8,27.625833333333333,322.55,42.29083333333333
gujarat,cotton,1992,313.88625,700.0,28.0,65.0,8.47492875,3.766635,8.47492875,75.0,38.0,28.0,7.8,26.85,524.41,48.45916666666667
gujarat,cotton,1993,287.209375,700.0,28.0,65.0,7.754653125,3.4465125,7.754653125,75.0,38.0,28.0,7.8,27.72666666666667,429.22,46.34583333333333
gujarat,cotton,1995,308.304375,700.0,28.0,65.0,8.324218125,3.6996525,8.324218125,75.0,38.0,28.0,7.8,27.6725,304.66,43.44166666666666
gujarat,cotton,1996,333.671875,700.0,28.0,65.0,9.009140625,4.0040625,9.009140625,75.0,38.0,28.0,7.8,27.12833333333333,526.01,47.564166666666665
gujarat,cotton,1997,387.823125,700.0,28.0,65.0,10.471224375,4.6538775,10.471224375,75.0,38.0,28.0,7.8,26.491666666666664,721.84,50.73333333333333
gujarat,cotton,1998,454.964375,700.0,28.0,65.0,12.284038125,5.4595725,12.284038125,75.0,38.0,28.0,7.8,27.229166666666668,620.51,50.61666666666667
gujarat,cotton,1999,240.35375,700.0,28.0,65.0,6.48955125,2.884245,6.48955125,75.0,38.0,28.0,7.8,27.7625,318.58000000000004,44.33583333333333
gujarat,cotton,2000,158.709375,700.0,28.0,65.0,4.285153125,1.9045125,4.285153125,75.0,38.0,28.0,7.8,27.67083333333333,366.69,43.29583333333333
gujarat,cotton,2001,190.990625,700.0,28.0,65.0,5.1567468750000005,2.2918875,5.1567468750000005,75.0,38.0,28.0,7.8,27.296666666666667,394.0100000000001,44.9475
gujarat,cotton,2002,239.883125,700.0,28.0,65.0,6.476844375,2.8785975,6.476844375,75.0,38.0,28.0,7.8,27.78,331.09,42.513333333333335
gujarat,cotton,2003,505.143125,700.0,28.0,65.0,13.638864375,6.0617175,13.638864375,75.0,38.0,28.0,7.8,26.756666666666664,816.01,50.84916666666666
gujarat,cotton,2004,548.484375,700.0,28.0,65.0,14.809078125,6.5818125,14.809078125,75.0,38.0,28.0,7.8,26.995833333333334,685.51,51.70916666666667
gujarat,cotton,2005,614.911875,700.0,28.0,65.0,16.602620625,7.3789425,16.602620625,75.0,38.0,28.0,7.8,26.257500000000004,828.2299999999999,52.07749999999999
gujarat,cotton,2006,546.021875,700.0,28.0,65.0,14.742590625,6.5522625,14.742590625,75.0,38.0,28.0,7.8,26.75583333333333,833.6999999999999,55.11166666666667
gujarat,cotton,2007,571.975625,700.0,28.0,65.0,15.443341875,6.8637075,15.443341875,75.0,38.0,28.0,7.8,26.7175,1135.99,56.17
gujarat,cotton,2008,534.990625,700.0,28.0,65.0,14.444746875,6.4198875,14.444746875,75.0,38.0,28.0,7.8,26.4725,679.01,51.92083333333333
gujarat,cotton,2009,536.3925,700.0,28.0,65.0,14.4825975,6.43671,14.4825975,75.0,38.0,28.0,7.8,27.5875,583.07,49.348333333333336
gujarat,cotton,2010,591.291875,700.0,28.0,65.0,15.964880625,7.0955025,15.964880625,75.0,38.0,28.0,7.8,26.764166666666668,1214.06,58.0425
gujarat,cotton,2011,566.403125,700.0,28.0,65.0,15.292884375,6.7968375,15.292884375,75.0,38.0,28.0,7.8,26.53333333333333,787.14,55.296666666666674
gujarat,cotton,2012,397.73375,700.0,28.0,65.0,10.73881125,4.772805,10.73881125,75.0,38.0,28.0,7.8,26.76083333333333,411.44,48.88916666666666
gujarat,cotton,2013,692.43125,700.0,28.0,65.0,18.69564375,8.309175,18.69564375,75.0,38.0,28.0,7.8,26.04583333333333,1071.71,55.63999999999999
gujarat,cotton,2014,622.499375,700.0,28.0,65.0,16.807483125,7.4699925,16.807483125,75.0,38.0,28.0,7.8,26.97083333333333,539.61,50.645
gujarat,cotton,2015,537.485,700.0,28.0,65.0,14.512095,6.44982,14.512095,75.0,38.0,28.0,7.8,27.345,657.8,49.23833333333334
gujarat,cotton,2016,503.330625,700.0,28.0,65.0,13.589926875,6.0399675,13.589926875,75.0,38.0,28.0,7.8,27.296666666666667,465.96,49.97
gujarat,cotton,2017,704.315,700.0,28.0,65.0,19.016505,8.45178,19.016505,75.0,38.0,28.0,7.8,26.71333333333333,923.8,52.1175
gujarat,maize,1981,1231.196,800.0,22.0,70.0,33.242292,14.774352,20.930332,75.0,38.0,28.0,7.8,26.505,805.6099999999999,54.53
gujarat,maize,1982,929.0775,800.0,22.0,70.0,25.0850925,11.14893,15.7943175,75.0,38.0,28.0,7.8,26.864166666666662,612.11,49.95166666666666
gujarat,maize,1983,1680.8300000000002,800.0,22.0,70.0,45.38241,20.16996,28.57411,75.0,38.0,28.0,7.8,26.315,538.07,48.8625
