state,year,temperature_nasa,rainfall_nasa,humidity_nasa
andhra pradesh,198101,23.87,0.45,69.97
andhra pradesh,198102,26.79,0.01,57.35
andhra pradesh,198103,28.8,0.96,60.54
andhra pradesh,198104,32.46,0.46,53.88
andhra pradesh,198105,33.62,1.14,51.7
andhra pradesh,198106,31.69,4.07,57.52
andhra pradesh,198107,28.63,4.33,72.97
andhra pradesh,198108,27.96,4.67,74.83
andhra pradesh,198109,26.98,6.18,83.98
andhra pradesh,198110,26.02,7.32,83.27
andhra pradesh,198111,23.3,1.76,80.27
andhra pradesh,198112,22.61,0.44,76.91
andhra pradesh,198113,27.73,2.67,68.69
andhra pradesh,198201,23.45,0.2,72.6
andhra pradesh,198202,26.88,0.0,63.55
andhra pradesh,198203,29.64,0.0,57.35
andhra pradesh,198204,31.92,0.38,54.18
andhra pradesh,198205,32.74,0.77,53.02
andhra pradesh,198206,30.73,3.59,59.99
andhra pradesh,198207,28.53,5.82,71.77
andhra pradesh,198208,28.59,2.69,70.11
andhra pradesh,198209,28.03,4.6,73.89
andhra pradesh,198210,26.76,4.75,77.3
andhra pradesh,198211,24.74,3.94,83.36
andhra pradesh,198212,23.64,0.01,73.76
andhra pradesh,198213,27.97,2.24,67.6
andhra pradesh,198301,24.59,0.0,64.65
andhra pradesh,198302,28.17,0.02,62.03
andhra pradesh,198303,30.52,0.0,54.15
andhra pradesh,198304,32.62,0.0,53.16
andhra pradesh,198305,34.04,0.51,51.56
andhra pradesh,198306,31.73,2.56,56.04
andhra pradesh,198307,29.36,4.31,66.95
andhra pradesh,198308,27.91,6.24,79.11
andhra pradesh,198309,26.93,8.48,83.83
andhra pradesh,198310,25.84,3.59,83.97
andhra pradesh,198311,23.23,0.51,77.14
andhra pradesh,198312,23.38,0.63,74.92
andhra pradesh,198313,28.19,2.25,67.33
andhra pradesh,198401,25.02,0.11,70.04
andhra pradesh,198402,26.07,1.8,67.24
andhra pradesh,198403,29.14,0.23,56.04
andhra pradesh,198404,31.99,0.05,55.16
andhra pradesh,198405,34.93,0.13,45.02
andhra pradesh,198406,31.2,1.11,54.79
andhra pradesh,198407,28.44,4.66,70.38
andhra pradesh,198408,29.14,1.12,65.44
andhra pradesh,198409,28.7,2.86,67.95
andhra pradesh,198410,27.23,3.04,71.63
andhra pradesh,198411,25.07,2.37,71.34
andhra pradesh,198412,24.74,0.17,67.73
andhra pradesh,198413,28.48,1.47,63.56
andhra pradesh,198501,24.03,2.21,74.78
andhra pradesh,198502,27.2,0.0,60.93
andhra pradesh,198503,29.33,0.6,57.79
andhra pradesh,198504,33.48,0.04,49.6
andhra pradesh,198505,34.42,0.23,43.67
andhra pradesh,198506,29.64,2.12,63.54
andhra pradesh,198507,28.5,3.6,66.84
andhra pradesh,198508,28.08,3.13,72.28
andhra pradesh,198509,28.16,1.1,71.5
andhra pradesh,198510,25.31,6.16,78.09
andhra pradesh,198511,23.75,1.36,71.9
andhra pradesh,198512,24.11,1.21,71.7
andhra pradesh,198513,28.0,1.84,65.27
andhra pradesh,198601,23.29,2.13,70.97
andhra pradesh,198602,25.33,0.24,68.88
andhra pradesh,198603,29.41,0.0,58.22
andhra pradesh,198604,31.95,0.14,55.49
andhra pradesh,198605,35.27,0.44,43.4
andhra pradesh,198606,30.46,2.05,60.88
andhra pradesh,198607,29.78,1.67,60.97
andhra pradesh,198608,28.82,3.91,68.58
andhra pradesh,198609,29.28,1.14,66.69
andhra pradesh,198610,27.85,2.2,70.4
andhra pradesh,198611,24.87,3.94,75.93
andhra pradesh,198612,24.42,0.13,72.11
andhra pradesh,198613,28.41,1.51,64.34
andhra pradesh,198701,24.62,0.66,67.02
andhra pradesh,198702,25.6,0.0,58.11
andhra pradesh,198703,28.42,1.32,58.82
andhra pradesh,198704,32.45,0.2,51.9
andhra pradesh,198705,33.13,0.29,51.39
andhra pradesh,198706,31.84,1.23,56.3
andhra pradesh,198707,30.36,1.87,59.64
andhra pradesh,198708,28.92,5.36,71.03
andhra pradesh,198709,29.09,2.01,72.24
andhra pradesh,198710,26.5,7.57,84.43
andhra pradesh,198711,24.68,8.79,82.53
andhra pradesh,198712,22.61,1.51,81.58
andhra pradesh,198713,28.19,2.58,66.32
andhra pradesh,198801,23.52,0.0,73.34
andhra pradesh,198802,26.79,0.31,66.44
andhra pradesh,198803,30.33,0.04,59.18
andhra pradesh,198804,31.51,0.57,58.27
andhra pradesh,198805,35.26,0.16,46.28
andhra pradesh,198806,32.43,1.27,52.49
andhra pradesh,198807,28.49,7.9,74.15
andhra pradesh,198808,27.77,5.94,81.11
andhra pradesh,198809,27.15,4.3,83.75
andhra pradesh,198810,26.68,0.45,72.47
andhra pradesh,198811,24.72,0.9,63.52
andhra pradesh,198812,24.31,1.94,71.23
andhra pradesh,198813,28.25,1.99,66.88
andhra pradesh,198901,24.57,0.0,65.13
andhra pradesh,198902,26.72,0.0,53.91
andhra pradesh,198903,29.16,0.75,56.08
andhra pradesh,198904,32.77,0.0,49.57
andhra pradesh,198905,34.67,0.58,46.07
andhra pradesh,198906,30.7,2.37,56.44
andhra pradesh,198907,28.27,9.63,75.09
andhra pradesh,198908,27.74,3.92,76.52
andhra pradesh,198909,27.12,4.18,80.43
andhra pradesh,198910,26.93,1.31,75.65
andhra pradesh,198911,24.91,2.13,73.3
andhra pradesh,198912,23.66,0.35,68.82
andhra pradesh,198913,28.1,2.12,64.84
andhra pradesh,199001,25.21,0.02,54.36
andhra pradesh,199002,27.56,0.78,61.67
andhra pradesh,199003,30.12,0.91,59.52
andhra pradesh,199004,32.23,0.67,56.56
andhra pradesh,199005,30.45,6.5,68.63
andhra pradesh,199006,29.3,2.31,69.58
andhra pradesh,199007,29.06,2.97,66.95
andhra pradesh,199008,28.43,4.06,72.49
andhra pradesh,199009,28.32,3.58,74.24
andhra pradesh,199010,26.74,5.48,81.26
andhra pradesh,199011,25.16,1.36,79.35
andhra pradesh,199012,24.29,0.01,72.12
andhra pradesh,199013,28.07,2.41,68.09
andhra pradesh,199101,25.33,0.11,64.46
andhra pradesh,199102,27.53,0.0,58.03
andhra pradesh,199103,30.12,0.0,56.65
andhra pradesh,199104,32.71,0.05,52.58
andhra pradesh,199105,34.5,0.0,50.37
andhra pradesh,199106,29.37,8.07,73.44
andhra pradesh,199107,28.31,2.71,73.21
andhra pradesh,199108,28.16,4.46,74.08
andhra pradesh,199109,28.28,6.34,76.01
andhra pradesh,199110,26.08,4.15,82.21
andhra pradesh,199111,23.14,8.05,87.14
andhra pradesh,199112,21.54,0.3,83.06
andhra pradesh,199113,27.92,2.85,69.33
andhra pradesh,199201,21.64,0.21,72.93
andhra pradesh,199202,26.36,0.01,65.21
andhra pradesh,199203,29.5,0.0,51.65
andhra pradesh,199204,31.88,0.04,53.91
andhra pradesh,199205,34.64,0.49,46.03
andhra pradesh,199206,32.07,1.33,56.05
andhra pradesh,199207,28.95,3.46,69.24
andhra pradesh,199208,27.53,5.83,77.34
andhra pradesh,199209,27.6,4.18,77.17
andhra pradesh,199210,26.41,3.92,78.83
andhra pradesh,199211,24.71,7.67,84.21
andhra pradesh,199212,21.39,0.04,78.88
andhra pradesh,199213,27.72,2.27,67.63
andhra pradesh,199301,23.68,0.01,70.92
andhra pradesh,199302,26.08,0.0,57.49
andhra pradesh,199303,29.96,0.13,55.75
andhra pradesh,199304,31.89,0.3,54.11
andhra pradesh,199305,35.14,0.52,45.84
andhra pradesh,199306,32.19,0.94,53.67
andhra pradesh,199307,29.29,3.5,66.86
andhra pradesh,199308,28.76,3.76,70.37
andhra pradesh,199309,27.62,2.98,77.37
andhra pradesh,199310,26.2,6.92,85.15
andhra pradesh,199311,23.9,2.57,82.4
andhra pradesh,199312,22.39,1.68,76.64
andhra pradesh,199313,28.1,1.96,66.45
andhra pradesh,199401,24.0,0.37,73.28
andhra pradesh,199402,26.35,0.73,67.27
andhra pradesh,199403,29.91,0.0,54.91
andhra pradesh,199404,32.38,0.19,53.17
andhra pradesh,199405,34.52,0.22,48.6
andhra pradesh,199406,31.84,1.37,55.03
andhra pradesh,199407,28.94,6.48,68.72
andhra pradesh,199408,28.62,4.29,71.77
andhra pradesh,199409,28.32,1.46,70.2
andhra pradesh,199410,26.19,11.25,86.17
andhra pradesh,199411,23.69,10.39,87.25
andhra pradesh,199412,21.2,1.18,78.27
andhra pradesh,199413,28.0,3.18,67.91
andhra pradesh,199501,21.97,1.27,79.49
andhra pradesh,199502,25.26,0.0,71.69
andhra pradesh,199503,29.35,0.14,57.85
andhra pradesh,199504,31.78,0.02,54.95
andhra pradesh,199505,30.43,5.51,65.98
andhra pradesh,199506,31.26,1.57,61.8
andhra pradesh,199507,28.76,4.03,71.23
andhra pradesh,199508,28.42,3.65,76.55
andhra pradesh,199509,27.7,4.87,79.04
andhra pradesh,199510,26.15,8.77,86.92
andhra pradesh,199511,24.13,0.79,81.43
andhra pradesh,199512,22.81,0.05,73.74
andhra pradesh,199513,27.34,2.58,71.75
andhra pradesh,199601,24.37,0.03,68.27
andhra pradesh,199602,26.39,0.15,63.17
andhra pradesh,199603,29.74,0.0,54.72
andhra pradesh,199604,31.71,0.6,57.32
andhra pradesh,199605,35.07,0.34,42.96
andhra pradesh,199606,29.73,8.48,70.21
andhra pradesh,199607,28.25,4.19,74.88
andhra pradesh,199608,27.89,4.68,77.32
andhra pradesh,199609,27.56,3.38,81.34
andhra pradesh,199610,25.97,9.29,86.51
andhra pradesh,199611,23.75,1.18,79.77
andhra pradesh,199612,22.47,1.52,77.39
andhra pradesh,199613,27.74,2.83,69.49
andhra pradesh,199701,22.79,1.03,71.38
andhra pradesh,199702,25.8,0.0,62.29
andhra pradesh,199703,29.84,0.22,54.77
andhra pradesh,199704,30.84,1.23,57.35
andhra pradesh,199705,34.52,0.35,44.43
andhra pradesh,199706,32.65,1.58,51.93
andhra pradesh,199707,29.43,5.26,68.14
andhra pradesh,199708,28.93,3.29,69.28
andhra pradesh,199709,27.52,9.87,81.87
andhra pradesh,199710,26.83,2.11,79.93
andhra pradesh,199711,25.62,6.53,86.29
andhra pradesh,199712,24.1,3.4,85.72
andhra pradesh,199713,28.25,2.91,67.81
andhra pradesh,199801,24.18,0.28,77.45
andhra pradesh,199802,26.95,0.1,66.42
andhra pradesh,199803,30.34,0.0,58.91
andhra pradesh,199804,32.43,0.28,55.9
andhra pradesh,199805,35.52,0.1,45.81
andhra pradesh,199806,32.3,2.08,57.42
andhra pradesh,199807,29.78,3.47,68.2
andhra pradesh,199808,28.53,4.87,78.05
andhra pradesh,199809,27.85,6.89,81.4
andhra pradesh,199810,26.2,7.15,86.01
andhra pradesh,199811,24.39,3.33,84.92
andhra pradesh,199812,21.18,0.09,76.59
andhra pradesh,199813,28.31,2.4,69.78
andhra pradesh,199901,22.74,0.01,69.47
andhra pradesh,199902,26.76,0.14,62.22
andhra pradesh,199903,30.59,0.0,53.17
andhra pradesh,199904,32.61,0.12,52.07
andhra pradesh,199905,32.65,0.85,54.32
andhra pradesh,199906,30.95,1.49,55.75
andhra pradesh,199907,29.47,3.23,65.68
andhra pradesh,199908,28.99,2.8,68.8
andhra pradesh,199909,28.5,2.52,72.28
andhra pradesh,199910,26.75,3.53,79.99
andhra pradesh,199911,25.31,1.18,68.91
andhra pradesh,199912,23.94,0.1,66.72
andhra pradesh,199913,28.27,1.34,64.15
andhra pradesh,200001,25.4,0.0,62.06
andhra pradesh,200002,26.97,2.53,67.58
andhra pradesh,200003,28.69,0.0,60.63
andhra pradesh,200004,33.08,0.07,54.04
andhra pradesh,200005,33.26,1.66,51.27
andhra pradesh,200006,29.09,5.32,69.72
andhra pradesh,200007,28.11,4.16,75.08
andhra pradesh,200008,27.25,9.61,80.11
andhra pradesh,200009,27.21,4.03,82.76
andhra pradesh,200010,26.38,2.26,79.67
andhra pradesh,200011,25.16,1.45,76.38
andhra pradesh,200012,23.16,0.65,71.88
andhra pradesh,200013,27.81,2.64,69.26
andhra pradesh,200101,24.59,0.06,64.72
andhra pradesh,200102,27.17,0.0,57.54
andhra pradesh,200103,30.19,0.21,57.21
andhra pradesh,200104,30.25,3.38,64.84
andhra pradesh,200105,34.64,0.37,46.05
andhra pradesh,200106,30.75,2.15,59.42
andhra pradesh,200107,30.99,1.94,57.42
andhra pradesh,200108,28.31,4.59,73.42
andhra pradesh,200109,28.12,4.77,77.18
andhra pradesh,200110,26.46,6.01,83.75
andhra pradesh,200111,24.78,2.26,82.18
andhra pradesh,200112,22.87,1.21,74.11
andhra pradesh,200113,28.27,2.25,66.51
andhra pradesh,200201,23.54,1.27,75.17
andhra pradesh,200202,25.91,0.01,64.71
andhra pradesh,200203,29.72,0.1,57.68
andhra pradesh,200204,32.16,0.03,56.32
andhra pradesh,200205,34.95,1.07,47.01
andhra pradesh,200206,30.99,1.71,63.08
andhra pradesh,200207,31.26,1.74,57.22
andhra pradesh,200208,28.86,5.41,70.74
andhra pradesh,200209,29.33,1.3,68.95
andhra pradesh,200210,26.44,8.57,82.48
andhra pradesh,200211,23.96,1.94,78.83
andhra pradesh,200212,23.22,0.75,74.55
andhra pradesh,200213,28.37,2.02,66.4
andhra pradesh,200301,23.95,0.07,71.66
andhra pradesh,200302,27.32,0.02,65.01
andhra pradesh,200303,29.6,0.56,58.96
andhra pradesh,200304,32.28,0.09,54.91
andhra pradesh,200305,35.76,0.12,40.85
andhra pradesh,200306,32.84,1.85,52.92
andhra pradesh,200307,28.55,5.7,73.82
andhra pradesh,200308,28.42,2.77,75.3
andhra pradesh,200309,28.07,3.93,76.82
andhra pradesh,200310,26.8,5.72,81.17
andhra pradesh,200311,24.57,0.39,77.24
andhra pradesh,200312,22.98,3.23,74.02
andhra pradesh,200313,28.43,2.06,66.92
andhra pradesh,200401,23.3,0.38,72.78
andhra pradesh,200402,26.09,0.03,60.87
andhra pradesh,200403,29.83,0.12,56.16
andhra pradesh,200404,32.57,0.81,55.52
andhra pradesh,200405,30.68,2.58,67.13
andhra pradesh,200406,30.6,1.75,62.04
andhra pradesh,200407,28.83,3.76,70.74
andhra pradesh,200408,29.7,1.76,65.42
andhra pradesh,200409,28.31,4.77,76.67
andhra pradesh,200410,26.44,4.9,81.3
andhra pradesh,200411,24.1,1.46,77.28
andhra pradesh,200412,23.51,0.0,70.24
andhra pradesh,200413,27.83,1.87,68.05
andhra pradesh,200501,25.43,0.32,67.1
andhra pradesh,200502,27.6,0.07,58.12
andhra pradesh,200503,29.92,0.11,58.82
andhra pradesh,200504,31.92,0.57,56.76
andhra pradesh,200505,33.22,1.9,56.42
andhra pradesh,200506,31.86,1.36,58.93
andhra pradesh,200507,29.15,5.2,71.14
andhra pradesh,200508,28.22,2.83,76.44
andhra pradesh,200509,27.34,7.52,83.22
andhra pradesh,200510,26.39,12.03,87.54
andhra pradesh,200511,22.1,2.09,84.67
andhra pradesh,200512,21.55,0.53,81.62
andhra pradesh,200513,27.89,2.9,70.15
andhra pradesh,200601,22.57,0.01,72.34
andhra pradesh,200602,25.61,0.0,60.06
andhra pradesh,200603,29.42,0.81,59.94
andhra pradesh,200604,32.05,0.96,55.85
andhra pradesh,200605,32.48,1.28,59.95
andhra pradesh,200606,30.32,3.42,66.41
andhra pradesh,200607,30.17,3.27,63.54
andhra pradesh,200608,28.28,2.67,73.22
andhra pradesh,200609,27.87,5.05,78.88
andhra pradesh,200610,27.69,13.02,75.05
andhra pradesh,200611,24.17,5.17,86.67
andhra pradesh,200612,22.45,0.14,80.39
andhra pradesh,200613,27.77,3.0,69.41
andhra pradesh,200701,23.16,0.0,73.56
andhra pradesh,200702,25.7,0.16,65.62
andhra pradesh,200703,29.37,0.0,58.54
andhra pradesh,200704,31.67,0.33,57.7
andhra pradesh,200705,34.85,0.55,45.39
andhra pradesh,200706,30.01,7.74,69.91
andhra pradesh,200707,28.32,6.24,77.15
andhra pradesh,200708,27.46,5.09,81.58
andhra pradesh,200709,26.93,5.01,85.85
andhra pradesh,200710,25.23,6.37,82.68
andhra pradesh,200711,23.15,0.63,79.19
andhra pradesh,200712,23.3,0.38,75.43
andhra pradesh,200713,27.44,2.72,71.07
andhra pradesh,200801,23.65,0.0,70.16
andhra pradesh,200802,26.32,1.31,68.4
andhra pradesh,200803,28.16,3.26,63.15
andhra pradesh,200804,31.1,0.04,58.15
andhra pradesh,200805,35.55,0.26,38.11
andhra pradesh,200806,31.31,1.96,55.76
andhra pradesh,200807,29.97,4.43,65.09
andhra pradesh,200808,27.51,7.03,80.81
andhra pradesh,200809,27.34,4.41,81.06
andhra pradesh,200810,26.23,3.18,80.06
andhra pradesh,200811,24.63,5.46,78.71
andhra pradesh,200812,23.49,0.01,78.72
andhra pradesh,200813,27.94,2.62,68.18
andhra pradesh,200901,23.84,0.0,71.09
andhra pradesh,200902,27.41,0.0,59.23
andhra pradesh,200903,30.11,0.05,53.07
andhra pradesh,200904,32.44,0.07,53.22
andhra pradesh,200905,32.92,2.9,57.68
andhra pradesh,200906,30.49,2.63,64.21
andhra pradesh,200907,30.49,1.62,60.16
andhra pradesh,200908,29.64,6.12,68.04
andhra pradesh,200909,28.0,5.39,80.51
andhra pradesh,200910,27.0,0.9,73.3
andhra pradesh,200911,25.12,5.79,83.42
andhra pradesh,200912,23.45,0.77,77.92
andhra pradesh,200913,28.41,2.19,66.84
andhra pradesh,201001,24.3,0.15,71.74
andhra pradesh,201002,26.64,0.0,64.0
andhra pradesh,201003,30.43,0.0,55.48
andhra pradesh,201004,33.08,0.39,56.05
andhra pradesh,201005,33.42,5.35,56.37
andhra pradesh,201006,30.42,3.16,67.42
andhra pradesh,201007,28.03,7.08,77.37
andhra pradesh,201008,28.1,4.95,79.82
andhra pradesh,201009,27.2,7.33,84.09
andhra pradesh,201010,26.53,6.29,84.8
andhra pradesh,201011,25.25,4.4,88.06
andhra pradesh,201012,21.73,1.82,82.59
andhra pradesh,201013,27.93,3.43,72.37
andhra pradesh,201101,21.99,0.0,76.44
andhra pradesh,201102,25.23,0.97,69.15
andhra pradesh,201103,28.99,0.0,57.06
andhra pradesh,201104,30.82,0.74,60.1
andhra pradesh,201105,34.12,0.9,50.15
andhra pradesh,201106,31.7,1.71,54.73
andhra pradesh,201107,29.79,3.98,64.87
andhra pradesh,201108,28.76,4.78,72.51
andhra pradesh,201109,29.01,1.1,71.53
andhra pradesh,201110,28.26,2.78,71.52
andhra pradesh,201111,25.85,0.97,69.94
andhra pradesh,201112,25.44,0.43,65.23
andhra pradesh,201113,28.34,1.54,65.25
andhra pradesh,201201,24.13,1.19,69.52
andhra pradesh,201202,26.88,0.0,55.96
andhra pradesh,201203,30.29,0.09,56.31
andhra pradesh,201204,31.88,0.33,56.45
andhra pradesh,201205,34.5,1.36,48.92
andhra pradesh,201206,32.41,2.41,51.59
andhra pradesh,201207,29.42,3.94,67.61
andhra pradesh,201208,28.78,3.81,70.69
andhra pradesh,201209,27.9,5.33,77.25
andhra pradesh,201210,26.04,6.03,80.17
andhra pradesh,201211,23.69,4.3,82.53
andhra pradesh,201212,23.36,0.18,77.52
andhra pradesh,201213,28.27,2.42,66.26
andhra pradesh,201301,24.69,0.0,69.36
andhra pradesh,201302,26.01,1.9,63.6
andhra pradesh,201303,29.02,0.0,57.8
andhra pradesh,201304,31.6,1.3,58.51
andhra pradesh,201305,34.33,0.5,49.29
andhra pradesh,201306,30.12,3.31,64.18
andhra pradesh,201307,28.81,4.23,68.73
andhra pradesh,201308,28.02,6.82,76.37
andhra pradesh,201309,27.24,4.33,82.53
andhra pradesh,201310,26.53,10.08,84.97
andhra pradesh,201311,23.92,2.01,84.29
andhra pradesh,201312,22.01,0.0,75.96
andhra pradesh,201313,27.7,2.88,69.65
andhra pradesh,201401,23.73,0.0,72.91
andhra pradesh,201402,25.54,0.14,63.32
andhra pradesh,201403,29.31,0.14,53.01
andhra pradesh,201404,32.42,0.03,51.29
andhra pradesh,201405,32.8,1.38,57.0
andhra pradesh,201406,33.92,0.54,47.65
andhra pradesh,201407,30.55,4.07,62.09
andhra pradesh,201408,28.95,3.63,71.31
andhra pradesh,201409,27.74,4.69,78.09
andhra pradesh,201410,26.93,4.79,76.94
andhra pradesh,201411,24.12,2.75,77.72
andhra pradesh,201412,23.21,1.04,74.02
andhra pradesh,201413,28.28,1.95,65.48
andhra pradesh,201501,23.41,0.05,66.0
andhra pradesh,201502,25.74,0.0,60.75
andhra pradesh,201503,29.25,0.04,57.26
andhra pradesh,201504,31.19,0.78,57.41
andhra pradesh,201505,34.16,0.21,49.25
andhra pradesh,201506,29.85,4.89,66.95
andhra pradesh,201507,30.87,2.15,61.14
andhra pradesh,201508,29.22,4.45,71.45
andhra pradesh,201509,28.49,3.32,75.33
andhra pradesh,201510,28.39,1.64,70.51
andhra pradesh,201511,25.49,3.94,78.5
andhra pradesh,201512,24.17,0.6,74.39
andhra pradesh,201513,28.37,1.84,65.74
andhra pradesh,201601,24.9,0.06,63.86
andhra pradesh,201602,27.6,0.0,60.6
andhra pradesh,201603,29.9,0.0,58.29
andhra pradesh,201604,32.72,0.0,55.33
andhra pradesh,201605,33.01,4.24,56.01
andhra pradesh,201606,29.24,5.06,71.6
andhra pradesh,201607,29.24,2.32,70.2
andhra pradesh,201608,29.72,4.45,66.92
andhra pradesh,201609,27.27,6.54,80.57
andhra pradesh,201610,26.38,0.85,73.44
andhra pradesh,201611,25.35,0.06,65.72
andhra pradesh,201612,24.34,0.7,62.05
andhra pradesh,201613,28.31,2.02,65.38
andhra pradesh,201701,25.13,0.0,61.62
andhra pradesh,201702,26.78,0.0,58.44
andhra pradesh,201703,30.18,0.07,56.81
andhra pradesh,201704,33.42,0.04,51.16
andhra pradesh,201705,34.01,0.92,51.15
andhra pradesh,201706,30.5,4.16,65.3
andhra pradesh,201707,29.38,6.61,69.07
andhra pradesh,201708,27.92,6.93,79.67
andhra pradesh,201709,27.43,4.73,84.07
andhra pradesh,201710,26.68,3.3,83.08
andhra pradesh,201711,24.84,0.84,78.49
andhra pradesh,201712,23.35,0.0,70.53
andhra pradesh,201713,28.31,2.32,67.5
assam,198101,16.19,0.75,73.19
assam,198102,17.92,1.26,68.62
assam,198103,22.19,2.89,64.1
assam,198104,24.89,3.54,68.21
assam,198105,27.73,5.86,71.12
assam,198106,28.48,7.87,79.22
assam,198107,27.88,9.98,85.45
assam,198108,28.12,6.87,84.9
assam,198109,26.95,5.94,84.43
assam,198110,24.81,1.13,78.39
assam,198111,21.14,0.29,72.79
assam,198112,17.18,1.93,75.55
assam,198113,23.65,4.04,75.55
assam,198201,17.22,0.31,67.33
assam,198202,18.23,1.54,62.67
assam,198203,22.68,0.39,55.07
assam,198204,25.62,7.32,69.9
assam,198205,28.24,4.68,68.05
assam,198206,27.78,8.63,80.6
assam,198207,27.9,8.34,84.04
assam,198208,27.95,4.67,84.49
assam,198209,27.27,4.54,81.75
assam,198210,24.61,0.92,73.41
assam,198211,20.75,0.98,72.06
assam,198212,16.9,0.12,65.5
assam,198213,23.79,3.53,72.11
assam,198301,15.64,0.46,59.32
assam,198302,17.96,0.55,48.49
assam,198303,22.81,1.72,49.69
assam,198304,25.89,3.78,54.99
assam,198305,27.51,3.6,68.75
assam,198306,29.88,5.98,68.82
assam,198307,29.54,5.01,73.53
assam,198308,28.41,4.56,79.26
assam,198309,26.91,7.01,84.19
assam,198310,25.2,3.56,80.74
assam,198311,20.92,0.58,71.11
assam,198312,16.75,0.7,63.65
assam,198313,23.98,3.13,67.0
assam,198401,14.97,0.28,61.0
assam,198402,18.08,0.25,50.95
assam,198403,24.81,0.09,33.85
assam,198404,28.59,2.86,51.33
assam,198405,28.2,4.88,66.3
assam,198406,29.05,5.63,74.13
assam,198407,27.65,9.73,82.85
assam,198408,28.35,3.35,79.48
assam,198409,26.08,5.14,82.71
assam,198410,25.33,2.19,77.44
assam,198411,20.17,0.03,67.54
assam,198412,16.99,0.43,61.93
assam,198413,24.03,2.91,65.84
assam,198501,16.77,0.05,56.43
assam,198502,18.61,0.36,45.0
assam,198503,24.85,1.91,50.14
assam,198504,27.18,4.66,61.69
assam,198505,28.95,2.86,60.12
assam,198506,29.82,5.26,70.27
assam,198507,27.48,7.86,81.57
assam,198508,28.98,3.53,76.85
assam,198509,27.14,7.81,81.44
assam,198510,25.05,0.58,74.94
assam,198511,20.09,0.13,66.91
assam,198512,17.44,0.93,64.25
assam,198513,24.39,3.0,65.92
assam,198601,16.56,0.2,61.92
assam,198602,19.5,0.29,46.97
assam,198603,24.41,0.47,36.26
assam,198604,27.5,3.97,55.71
assam,198605,29.11,1.31,54.29
assam,198606,31.22,5.13,61.43
assam,198607,28.71,4.84,75.33
assam,198608,29.22,4.89,74.83
assam,198609,26.77,4.44,79.78
assam,198610,23.28,4.81,80.62
assam,198611,20.03,1.16,74.49
assam,198612,17.5,0.13,66.05
assam,198613,24.5,2.64,64.07
assam,198701,16.99,0.3,58.84
assam,198702,19.67,1.31,56.34
assam,198703,23.1,1.44,54.85
assam,198704,27.17,3.52,57.51
assam,198705,28.73,2.95,60.65
assam,198706,30.42,4.92,68.25
assam,198707,27.98,8.99,83.09
assam,198708,27.69,6.94,84.26
assam,198709,26.42,9.04,88.62
assam,198710,23.85,1.76,81.01
assam,198711,21.16,0.43,76.14
assam,198712,18.45,0.13,68.78
assam,198713,24.32,3.48,69.94
assam,198801,17.02,0.09,60.09
assam,198802,19.66,0.88,52.91
assam,198803,22.67,2.6,53.8
assam,198804,27.25,2.76,56.75
assam,198805,28.42,9.18,69.35
assam,198806,28.67,4.25,77.73
assam,198807,28.3,9.51,83.11
assam,198808,27.63,8.86,86.17
assam,198809,26.92,6.51,86.34
assam,198810,24.6,3.08,83.91
assam,198811,20.98,1.58,78.45
assam,198812,18.06,0.78,77.6
assam,198813,24.19,4.2,72.26
assam,198901,14.58,0.32,67.08
assam,198902,17.31,1.7,57.29
assam,198903,22.44,0.26,50.75
assam,198904,27.38,3.17,49.98
assam,198905,29.5,3.48,61.55
assam,198906,29.39,6.09,71.95
assam,198907,28.49,9.93,79.81
assam,198908,28.17,3.84,81.81
assam,198909,27.43,6.36,82.8
assam,198910,24.81,3.26,83.3
assam,198911,19.73,0.49,72.19
assam,198912,16.21,0.17,62.7
assam,198913,23.82,3.26,68.52
assam,199001,17.3,0.38,60.92
assam,199002,18.68,1.78,59.17
assam,199003,22.13,1.57,57.22
assam,199004,25.43,7.15,67.22
assam,199005,28.13,4.69,69.34
assam,199006,28.43,7.61,80.43
assam,199007,28.04,12.36,84.36
assam,199008,28.44,4.49,82.79
assam,199009,27.06,7.37,84.14
assam,199010,23.81,3.84,84.53
assam,199011,21.37,0.28,76.11
assam,199012,17.17,0.0,70.03
assam,199013,23.86,4.3,73.09
assam,199101,15.63,0.04,62.73
assam,199102,19.75,0.06,50.38
assam,199103,25.06,0.2,39.34
assam,199104,28.05,1.29,47.35
assam,199105,30.06,2.68,57.77
assam,199106,28.92,6.79,73.85
assam,199107,29.16,6.32,78.15
assam,199108,28.28,7.63,82.58
assam,199109,26.56,7.95,85.97
assam,199110,23.99,4.41,85.36
assam,199111,19.25,0.55,77.19
assam,199112,15.89,0.88,74.02
assam,199113,24.24,3.25,68.0
assam,199201,14.96,0.34,69.51
assam,199202,16.51,1.34,59.79
assam,199203,22.85,1.38,52.52
assam,199204,27.69,2.42,52.4
assam,199205,28.05,4.26,62.39
assam,199206,29.48,6.08,70.74
assam,199207,27.87,7.13,82.65
assam,199208,28.43,5.34,79.58
assam,199209,27.93,2.94,75.55
assam,199210,24.49,1.97,75.14
assam,199211,21.09,0.24,66.04
assam,199212,16.36,0.48,60.08
assam,199213,23.82,2.83,67.25
assam,199301,15.25,1.32,61.54
assam,199302,19.33,2.71,58.46
assam,199303,21.79,1.55,52.44
assam,199304,26.4,2.84,55.01
assam,199305,27.7,7.19,70.51
