state,year,temperature_nasa,rainfall_nasa,humidity_nasa
himachal pradesh,2004,21.628333333333334,951.16,45.42083333333333
himachal pradesh,2005,20.951666666666668,916.13,47.54083333333333
himachal pradesh,2006,21.7225,855.19,48.03
himachal pradesh,2007,21.3625,925.85,47.274166666666666
himachal pradesh,2008,20.441666666666666,1518.61,54.01666666666667
himachal pradesh,2009,21.633333333333336,861.74,45.115833333333335
himachal pradesh,2010,21.59,1382.68,49.995000000000005
himachal pradesh,2011,20.418333333333333,1302.8700000000001,55.4
himachal pradesh,2012,21.055,878.9000000000001,48.053333333333335
himachal pradesh,2013,20.794166666666666,1480.17,56.534166666666664
himachal pradesh,2014,21.110833333333336,940.1500000000001,51.151666666666664
himachal pradesh,2015,21.017500000000002,1152.97,54.13833333333333
himachal pradesh,2016,22.00583333333333,969.84,48.20666666666667
himachal pradesh,2017,21.231666666666666,1234.8,52.6825
jharkhand,1981,22.675833333333333,1480.52,64.42333333333333
jharkhand,1982,23.270833333333332,1180.33,61.75333333333333
jharkhand,1983,23.645,835.3100000000001,53.85583333333333
jharkhand,1984,23.093333333333334,1427.6,58.074999999999996
jharkhand,1985,23.492500000000003,1121.28,57.219166666666666
jharkhand,1986,23.498333333333335,953.62,57.30083333333334
jharkhand,1987,23.7825,1066.6599999999999,57.82083333333333
jharkhand,1988,23.70583333333333,1124.35,57.685
jharkhand,1989,23.4875,929.38,51.98833333333334
jharkhand,1990,23.290000000000003,1456.15,61.41166666666666
jharkhand,1991,23.808333333333334,1159.91,56.555
jharkhand,1992,23.565,877.1899999999999,53.98
jharkhand,1993,23.482499999999998,1211.48,55.81666666666666
jharkhand,1994,23.344166666666666,1743.66,59.39833333333333
jharkhand,1995,23.133333333333336,1326.36,61.32750000000001
jharkhand,1996,23.28333333333333,1225.83,58.94416666666667
jharkhand,1997,23.162499999999998,1505.77,59.721666666666664
jharkhand,1998,23.0175,1404.79,67.64999999999999
jharkhand,1999,23.2675,1311.69,60.0525
jharkhand,2000,23.266666666666666,1051.8000000000002,57.285833333333336
jharkhand,2001,23.371666666666666,1169.83,59.0275
jharkhand,2002,23.7625,1139.87,58.095
jharkhand,2003,23.403333333333332,1429.05,62.346666666666664
jharkhand,2004,23.124166666666667,1252.96,63.096666666666664
jharkhand,2005,23.915833333333335,939.31,57.45583333333334
jharkhand,2006,23.541666666666668,1468.67,61.155
jharkhand,2007,23.007499999999997,1361.9,64.71833333333333
jharkhand,2008,23.002499999999998,1388.44,64.3725
jharkhand,2009,23.854166666666668,1139.83,57.8225
jharkhand,2010,24.374166666666667,943.59,57.18
jharkhand,2011,23.15416666666667,1642.39,63.30166666666667
jharkhand,2012,23.111666666666665,1362.52,61.34166666666667
jharkhand,2013,22.7525,1431.55,65.71916666666667
jharkhand,2014,23.031666666666666,1124.5,63.07083333333333
jharkhand,2015,23.588333333333335,1393.6,62.01333333333333
jharkhand,2016,23.91916666666667,1330.21,60.975
jharkhand,2017,24.060833333333335,1487.76,60.51
karnataka,1981,24.900000000000002,814.87,63.038333333333334
karnataka,1982,25.243333333333336,709.39,62.81333333333333
karnataka,1983,25.516666666666666,516.53,58.6775
karnataka,1984,25.643333333333334,608.42,60.5625
karnataka,1985,25.685833333333335,446.88,57.4775
karnataka,1986,25.791666666666668,621.38,60.21333333333333
karnataka,1987,25.305833333333336,694.6700000000001,61.67083333333333
karnataka,1988,25.441666666666666,653.89,59.99666666666667
karnataka,1989,25.546666666666667,536.51,56.07666666666666
karnataka,1990,25.758333333333336,406.9,57.40416666666667
karnataka,1991,25.905,642.96,58.490833333333335
karnataka,1992,25.375,648.38,59.31583333333333
karnataka,1993,25.143333333333334,703.51,61.19083333333333
karnataka,1994,25.089166666666667,731.93,63.362500000000004
karnataka,1995,25.455,572.47,60.405833333333334
karnataka,1996,25.146666666666665,795.81,61.8025
karnataka,1997,25.765833333333333,551.49,60.26416666666666
karnataka,1998,25.85083333333333,631.98,62.461666666666666
karnataka,1999,25.305833333333336,502.21,59.77916666666667
karnataka,2000,25.334999999999997,647.75,59.8225
karnataka,2001,25.6375,480.16,58.50333333333333
karnataka,2002,26.234166666666667,423.84999999999997,56.97666666666667
karnataka,2003,26.436666666666667,405.94,57.21083333333333
karnataka,2004,25.439166666666665,565.75,59.41166666666667
karnataka,2005,25.105,891.52,64.03666666666668
karnataka,2006,25.26,736.52,62.87916666666666
karnataka,2007,25.175,883.64,63.732499999999995
karnataka,2008,24.938333333333333,743.18,63.69583333333333
karnataka,2009,25.599999999999998,817.7,62.97
karnataka,2010,25.66,857.87,66.06416666666667
karnataka,2011,25.4325,541.73,60.376666666666665
karnataka,2012,25.796666666666667,528.52,58.2425
karnataka,2013,25.4325,629.76,61.49416666666667
karnataka,2014,25.430833333333336,741.71,62.64333333333334
karnataka,2015,25.7625,598.05,60.35583333333333
karnataka,2016,26.066666666666666,541.5,56.9675
karnataka,2017,25.6825,634.62,59.365
kerala,1981,24.8475,2519.85,78.6475
kerala,1982,24.99,2001.82,76.59583333333333
kerala,1983,25.385,1582.19,75.12666666666667
kerala,1984,24.5175,1842.0400000000002,80.12916666666666
kerala,1985,24.74083333333333,1723.74,78.36416666666666
kerala,1986,25.16916666666667,1288.19,76.645
kerala,1987,25.401666666666667,1526.89,75.66250000000001
kerala,1988,25.153333333333332,1851.5900000000001,78.11
kerala,1989,25.117499999999996,1655.84,75.22666666666667
kerala,1990,25.23,1574.0700000000002,76.02166666666666
kerala,1991,25.548333333333332,1737.7399999999998,75.02
kerala,1992,24.830833333333334,2172.4,77.88
kerala,1993,24.786666666666665,1868.62,78.5475
kerala,1994,24.71083333333333,2278.86,80.0125
kerala,1995,24.99083333333333,1786.46,77.865
kerala,1996,24.915833333333335,1918.22,77.23416666666667
kerala,1997,25.314166666666665,2441.61,78.27333333333333
kerala,1998,25.355,2034.06,79.58166666666666
kerala,1999,24.741666666666664,1709.84,78.97833333333334
kerala,2000,24.92833333333333,1488.63,77.91083333333333
kerala,2001,25.00583333333333,1833.1499999999999,79.81833333333334
kerala,2002,25.328333333333333,1661.85,77.44
kerala,2003,25.46666666666667,1565.42,78.11333333333333
kerala,2004,25.00583333333333,2177.13,78.55583333333334
kerala,2005,25.215833333333332,1951.89,79.8325
kerala,2006,24.890833333333333,2503.21,79.75750000000001
kerala,2007,24.964166666666667,2762.0,79.11333333333333
kerala,2008,24.679166666666664,2087.07,79.8125
kerala,2009,25.210833333333337,2167.11,78.7375
kerala,2010,25.24,2348.81,80.68083333333333
kerala,2011,24.698333333333334,2049.46,79.92666666666666
kerala,2012,25.284166666666668,1462.52,77.29166666666667
kerala,2013,25.308333333333334,2113.13,77.95666666666666
kerala,2014,25.40833333333333,2230.65,78.36583333333333
kerala,2015,25.462500000000002,1431.28,78.5775
kerala,2016,25.9225,1221.3700000000001,75.94583333333334
kerala,2017,25.41333333333333,1802.92,78.615
madhya pradesh,1981,25.546666666666667,1309.47,53.57333333333333
madhya pradesh,1982,25.337500000000002,1710.02,60.071666666666665
madhya pradesh,1983,25.266666666666666,1242.8300000000002,51.41083333333333
madhya pradesh,1984,25.587500000000002,1123.3100000000002,48.93416666666667
madhya pradesh,1985,25.882500000000004,1314.53,50.57749999999999
madhya pradesh,1986,26.115,1361.05,49.12166666666667
madhya pradesh,1987,25.9725,1182.01,51.155833333333334
madhya pradesh,1988,26.726666666666663,1070.98,45.63166666666667
madhya pradesh,1989,26.16416666666667,922.18,43.04666666666666
madhya pradesh,1990,25.375,1630.34,57.01916666666667
madhya pradesh,1991,26.249166666666667,1089.94,45.79333333333333
madhya pradesh,1992,26.215,931.71,45.26833333333334
madhya pradesh,1993,25.780833333333334,1358.62,49.97416666666667
madhya pradesh,1994,25.55666666666667,1682.1399999999999,51.413333333333334
madhya pradesh,1995,25.805000000000003,1112.55,51.67416666666667
madhya pradesh,1996,25.86583333333333,1414.43,50.99
madhya pradesh,1997,25.121666666666666,1464.85,56.23916666666667
madhya pradesh,1998,25.6925,1132.75,57.08833333333334
madhya pradesh,1999,25.598333333333333,1242.91,51.80416666666667
madhya pradesh,2000,25.9275,987.05,43.267500000000005
madhya pradesh,2001,25.765,1127.27,49.33833333333333
